uid,literate,attended_school,highest_school_lvl,preschool,now_enrolled,now_attending,past_enrolled,past_attending,now_not_attend_reason,now_not_enroll_reason,past_not_attend_reason,past_not_enroll_reason,finish_school_age,younger_19,public_private_school,school_transportation_time,school_transportation_vehicle,school_transportation_cost,school_expenses,poverty_score
255_6_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,5.0
266_4_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,3.0
274_4_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,6.0
284_1_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,8.0
414_1_1,False,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,5.0
494_8_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,8.0
581_4_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,1.0
654_9_1,True,1,1.0,2.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,3.0
771_1_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,4.0
2_7_1,True,1,1.0,1.0,2.0,,2.0,,,2.0,,2.0,15.0,2.0,,,,,,4.0
661_5_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,15.0,2.0,,,,,,2.0
262_1_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,7.0
268_4_1,True,1,5.0,0.0,2.0,,2.0,,,2.0,,2.0,19.0,2.0,,,,,,3.0
196_1_1,True,1,6.0,0.0,2.0,,2.0,,,2.0,,2.0,23.0,2.0,,,,,,5.0
12_5_2,False,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,10.0,2.0,,,,,,3.0
135_1_2,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,10.0,2.0,,,,,,2.0
340_5_1,False,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,10.0,2.0,,,,,,3.0
794_9_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,10.0,2.0,,,,,,5.0
122_1_1,False,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,13.0,2.0,,,,,,4.0
284_8_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,13.0,2.0,,,,,,6.0
411_8_1,False,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,13.0,2.0,,,,,,4.0
831_5_2,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,13.0,2.0,,,,,,5.0
136_10_1,True,1,1.0,0.0,2.0,,2.0,,,14.0,,2.0,14.0,2.0,,,,,,3.0
259_11_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,6.0
493_3_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,5.0
604_3_1,False,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,3.0
604_5_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,4.0
656_5_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,3.0
544_1_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,15.0,2.0,,,,,,2.0
775_1_2,False,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,15.0,2.0,,,,,,3.0
426_3_1,True,1,3.0,0.0,2.0,,2.0,,,2.0,,2.0,16.0,2.0,,,,,,6.0
47_6_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,3.0
130_10_1,True,1,6.0,0.0,2.0,,2.0,,,2.0,,2.0,22.0,2.0,,,,,,7.0
63_8_1,False,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,9.0,2.0,,,,,,5.0
606_1_1,False,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,10.0,2.0,,,,,,3.0
398_8_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,13.0,2.0,,,,,,6.0
83_1_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,4.0
368_2_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,3.0
442_1_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,6.0
491_3_1,False,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,5.0
493_5_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,7.0
605_6_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,3.0
796_8_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,5.0
268_7_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,15.0,2.0,,,,,,4.0
268_8_1,False,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,15.0,2.0,,,,,,4.0
594_3_1,True,1,3.0,0.0,2.0,,2.0,,,2.0,,2.0,16.0,2.0,,,,,,7.0
3_4_1,True,1,2.0,0.0,2.0,,2.0,,,14.0,,2.0,18.0,2.0,,,,,,6.0
172_7_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,7.0
467_2_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,4.0
550_1_1,False,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,4.0
416_1_1,False,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,10.0,2.0,,,,,,7.0
198_5_1,False,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,12.0,2.0,,,,,,5.0
282_5_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,13.0,2.0,,,,,,8.0
427_8_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,13.0,2.0,,,,,,3.0
696_1_1,False,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,13.0,2.0,,,,,,5.0
834_6_1,False,1,1.0,1.0,2.0,,2.0,,,2.0,,2.0,13.0,2.0,,,,,,5.0
64_2_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,6.0
131_11_2,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,2.0
248_7_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,6.0
271_9_2,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,15.0,2.0,,,,,,5.0
814_6_1,False,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,16.0,2.0,,,,,,3.0
493_8_1,False,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,6.0
551_5_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,4.0
436_5_1,False,1,6.0,0.0,2.0,,2.0,,,2.0,,2.0,24.0,2.0,,,,,,3.0
662_7_1,False,1,2.0,1.0,2.0,,2.0,,,2.0,,2.0,34.0,2.0,,,,,,2.0
171_3_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,10.0,2.0,,,,,,7.0
627_12_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,10.0,2.0,,,,,,2.0
787_7_1,False,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,10.0,2.0,,,,,,6.0
369_1_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,2.0
429_1_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,6.0
579_3_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,1.0
600_5_1,False,1,1.0,1.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,6.0
731_10_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,8.0
581_8_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,15.0,2.0,,,,,,1.0
3_9_1,True,1,4.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,3.0
169_10_1,True,1,5.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,6.0
720_9_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,8.0
437_8_1,False,1,6.0,0.0,2.0,,2.0,,,2.0,,2.0,24.0,2.0,,,,,,4.0
149_3_1,False,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,10.0,2.0,,,,,,3.0
191_7_2,False,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,10.0,2.0,,,,,,2.0
605_8_1,False,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,10.0,2.0,,,,,,5.0
627_3_5,False,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,10.0,2.0,,,,,,3.0
2_6_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,13.0,2.0,,,,,,4.0
600_6_1,False,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,13.0,2.0,,,,,,8.0
340_6_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,3.0
429_3_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,5.0
720_8_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,6.0
813_6_2,False,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,2.0
545_1_2,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,15.0,2.0,,,,,,1.0
174_6_1,True,1,3.0,0.0,2.0,,2.0,,,2.0,,2.0,16.0,2.0,,,,,,7.0
130_11_2,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,3.0
296_12_1,False,1,2.0,4.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,6.0
547_5_1,False,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,6.0
633_7_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,3.0
732_4_1,True,1,4.0,0.0,2.0,,2.0,,,2.0,,2.0,22.0,2.0,,,,,,9.0
335_1_1,False,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,10.0,2.0,,,,,,5.0
429_7_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,10.0,2.0,,,,,,6.0
803_7_1,False,1,1.0,1.0,2.0,,2.0,,,2.0,,2.0,10.0,2.0,,,,,,6.0
832_6_1,False,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,10.0,2.0,,,,,,7.0
510_6_1,False,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,11.0,2.0,,,,,,8.0
106_1_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,12.0,2.0,,,,,,1.0
175_2_1,False,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,12.0,2.0,,,,,,1.0
414_6_1,False,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,13.0,2.0,,,,,,6.0
253_1_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,3.0
363_6_1,False,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,3.0
391_5_1,False,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,5.0
392_2_1,False,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,2.0
588_6_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,1.0
719_11_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,6.0
170_5_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,6.0
171_10_1,False,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,7.0
376_3_2,False,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,4.0
788_7_1,False,1,6.0,0.0,2.0,,2.0,,,2.0,,2.0,23.0,2.0,,,,,,6.0
175_9_2,False,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,10.0,2.0,,,,,,3.0
571_8_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,10.0,2.0,,,,,,3.0
606_4_1,False,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,10.0,2.0,,,,,,2.0
71_1_1,False,1,1.0,0.0,2.0,,2.0,,,14.0,,2.0,11.0,2.0,,,,,,2.0
440_3_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,12.0,2.0,,,,,,6.0
589_9_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,12.0,2.0,,,,,,1.0
86_7_1,False,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,13.0,2.0,,,,,,4.0
257_7_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,13.0,2.0,,,,,,4.0
44_11_1,False,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,2.0
253_3_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,4.0
259_5_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,4.0
335_10_1,False,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,3.0
772_3_1,False,1,4.0,0.0,2.0,,2.0,,,2.0,,2.0,17.0,2.0,,,,,,3.0
205_7_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,4.0
760_12_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,8.0
544_12_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,20.0,2.0,,,,,,4.0
571_1_1,False,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,8.0,2.0,,,,,,5.0
283_4_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,10.0,2.0,,,,,,8.0
425_2_1,False,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,10.0,2.0,,,,,,2.0
746_5_1,False,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,11.0,2.0,,,,,,4.0
580_1_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,12.0,2.0,,,,,,1.0
413_3_1,False,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,13.0,2.0,,,,,,5.0
425_9_1,False,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,13.0,2.0,,,,,,4.0
242_7_2,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,5.0
392_8_1,False,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,5.0
443_7_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,4.0
496_5_1,False,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,6.0
473_9_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,15.0,2.0,,,,,,4.0
549_7_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,15.0,2.0,,,,,,4.0
552_4_2,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,15.0,2.0,,,,,,4.0
579_10_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,15.0,2.0,,,,,,1.0
661_7_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,15.0,2.0,,,,,,2.0
732_3_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,9.0
786_3_1,False,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,7.0
546_9_1,True,1,6.0,0.0,2.0,,2.0,,,2.0,,2.0,23.0,2.0,,,,,,3.0
664_11_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,38.0,2.0,,,,,,3.0
260_2_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,10.0,2.0,,,,,,5.0
427_7_1,False,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,10.0,2.0,,,,,,5.0
256_12_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,12.0,2.0,,,,,,3.0
579_6_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,12.0,2.0,,,,,,2.0
132_4_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,13.0,2.0,,,,,,2.0
363_3_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,13.0,2.0,,,,,,5.0
796_9_1,True,1,1.0,1.0,2.0,,2.0,,,2.0,,2.0,13.0,2.0,,,,,,5.0
811_9_1,False,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,13.0,2.0,,,,,,5.0
62_4_2,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,7.0
371_6_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,3.0
374_7_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,4.0
497_4_1,False,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,6.0
657_5_1,True,1,1.0,1.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,3.0
731_7_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,7.0
829_1_2,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,5.0
716_2_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,7.0
268_1_1,False,1,5.0,0.0,2.0,,2.0,,,2.0,,2.0,19.0,2.0,,,,,,3.0
4_7_1,True,1,6.0,0.0,2.0,,2.0,,,2.0,,2.0,23.0,2.0,,,,,,6.0
361_1_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,11.0,2.0,,,,,,5.0
428_3_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,13.0,2.0,,,,,,5.0
814_2_1,False,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,13.0,2.0,,,,,,6.0
570_4_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,2.0
795_3_1,True,1,1.0,1.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,6.0
269_7_1,True,1,5.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,4.0
656_4_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,4.0
626_4_2,False,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,8.0,2.0,,,,,,3.0
63_6_2,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,10.0,2.0,,,,,,7.0
579_12_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,10.0,2.0,,,,,,1.0
605_4_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,10.0,2.0,,,,,,4.0
663_10_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,10.0,2.0,,,,,,1.0
268_5_1,False,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,11.0,2.0,,,,,,3.0
734_10_1,False,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,12.0,2.0,,,,,,7.0
266_3_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,5.0
252_3_1,False,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,4.0
776_8_1,True,1,4.0,0.0,2.0,,2.0,,,2.0,,2.0,21.0,2.0,,,,,,5.0
285_1_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,10.0,2.0,,,,,,7.0
426_2_1,False,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,10.0,2.0,,,,,,4.0
271_7_2,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,11.0,2.0,,,,,,5.0
412_4_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,13.0,2.0,,,,,,4.0
285_3_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,10.0,2.0,,,,,,7.0
493_6_1,False,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,10.0,2.0,,,,,,6.0
607_1_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,10.0,2.0,,,,,,4.0
748_9_1,False,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,13.0,2.0,,,,,,5.0
282_7_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,7.0
549_5_1,False,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,15.0,2.0,,,,,,4.0
617_2_1,False,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,15.0,2.0,,,,,,4.0
61_5_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,5.0
259_6_1,False,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,4.0
830_5_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,6.0
64_4_1,False,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,9.0,2.0,,,,,,6.0
297_3_1,False,1,1.0,3.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,7.0
443_3_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,4.0
173_2_1,True,1,6.0,0.0,2.0,,2.0,,,2.0,,2.0,22.0,2.0,,,,,,7.0
385_10_1,False,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,10.0,2.0,,,,,,4.0
335_7_1,False,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,13.0,2.0,,,,,,3.0
772_7_2,False,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,16.0,2.0,,,,,,2.0
165_4_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,10.0,2.0,,,,,,3.0
801_8_1,False,1,1.0,1.0,2.0,,2.0,,,2.0,,2.0,10.0,2.0,,,,,,5.0
591_5_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,13.0,2.0,,,,,,1.0
492_3_1,False,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,6.0
552_5_1,False,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,12.0,2.0,,,,,,3.0
496_3_1,False,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,6.0
252_6_1,False,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,5.0
248_5_1,False,1,4.0,0.0,2.0,,2.0,,,2.0,,2.0,20.0,2.0,,,,,,8.0
259_7_1,False,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,10.0,2.0,,,,,,4.0
810_11_1,False,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,11.0,2.0,,,,,,4.0
242_8_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,13.0,2.0,,,,,,5.0
579_11_1,False,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,10.0,2.0,,,,,,1.0
788_5_1,False,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,10.0,2.0,,,,,,6.0
789_6_1,False,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,10.0,2.0,,,,,,5.0
549_3_1,False,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,12.0,2.0,,,,,,5.0
4_6_1,False,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,12.0,2.0,,,,,,3.0
243_9_1,False,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,12.0,2.0,,,,,,3.0
331_1_1,True,1,5.0,0.0,2.0,,2.0,,,3.0,,3.0,18.0,2.0,,,,,,4.0
71_2_1,True,1,1.0,2.0,2.0,,2.0,,,4.0,,3.0,14.0,2.0,,,,,,1.0
596_4_1,True,1,2.0,2.0,2.0,,2.0,,,3.0,,3.0,19.0,2.0,,,,,,5.0
415_10_1,True,1,1.0,0.0,2.0,,2.0,,,3.0,,3.0,14.0,2.0,,,,,,6.0
599_8_1,True,1,1.0,0.0,2.0,,2.0,,,3.0,,3.0,15.0,2.0,,,,,,6.0
515_3_1,True,1,1.0,0.0,2.0,,2.0,,,3.0,,3.0,15.0,2.0,,,,,,4.0
599_1_1,True,1,1.0,3.0,2.0,,2.0,,,3.0,,3.0,15.0,2.0,,,,,,7.0
671_6_1,True,1,1.0,0.0,2.0,,2.0,,,3.0,,3.0,15.0,2.0,,,,,,2.0
784_3_1,True,1,1.0,0.0,2.0,,2.0,,,3.0,,3.0,16.0,2.0,,,,,,5.0
624_7_1,True,1,1.0,0.0,2.0,,2.0,,,3.0,,3.0,14.0,2.0,,,,,,5.0
599_4_1,True,1,2.0,1.0,2.0,,2.0,,,3.0,,3.0,18.0,2.0,,,,,,8.0
300_7_1,True,1,1.0,0.0,2.0,,2.0,,,3.0,,3.0,14.0,2.0,,,,,,2.0
495_7_1,True,1,1.0,0.0,2.0,,2.0,,,3.0,,3.0,15.0,2.0,,,,,,5.0
593_8_1,True,1,3.0,1.0,2.0,,2.0,,,3.0,,3.0,17.0,2.0,,,,,,6.0
624_8_1,True,1,1.0,0.0,2.0,,2.0,,,3.0,,3.0,14.0,2.0,,,,,,6.0
599_7_1,True,1,2.0,1.0,2.0,,2.0,,,3.0,,3.0,19.0,2.0,,,,,,7.0
599_5_1,True,1,1.0,0.0,2.0,,2.0,,,3.0,,3.0,15.0,2.0,,,,,,7.0
600_4_1,True,1,1.0,1.0,2.0,,2.0,,,3.0,,3.0,15.0,2.0,,,,,,9.0
426_7_1,True,1,4.0,0.0,2.0,,2.0,,,2.0,,3.0,17.0,2.0,,,,,,6.0
790_1_1,True,1,2.0,0.0,2.0,,2.0,,,3.0,,3.0,18.0,2.0,,,,,,5.0
593_7_1,True,1,2.0,0.0,2.0,,2.0,,,3.0,,3.0,19.0,2.0,,,,,,7.0
790_3_1,True,1,1.0,0.0,2.0,,2.0,,,3.0,,3.0,15.0,2.0,,,,,,4.0
624_6_1,True,1,1.0,0.0,2.0,,2.0,,,3.0,,3.0,14.0,2.0,,,,,,5.0
600_3_1,True,1,2.0,0.0,2.0,,2.0,,,3.0,,3.0,19.0,2.0,,,,,,7.0
300_9_1,True,1,1.0,0.0,2.0,,2.0,,,3.0,,3.0,14.0,2.0,,,,,,5.0
71_7_1,False,1,1.0,0.0,2.0,,2.0,,,2.0,,3.0,13.0,2.0,,,,,,5.0
427_1_1,True,1,2.0,0.0,2.0,,2.0,,,3.0,,3.0,18.0,2.0,,,,,,4.0
136_1_1,True,1,2.0,0.0,2.0,,2.0,,,3.0,,3.0,18.0,2.0,,,,,,2.0
600_1_1,True,1,1.0,1.0,2.0,,2.0,,,3.0,,3.0,15.0,2.0,,,,,,8.0
