uid,poverty_score,sex,family_role,age,marital_status,spouse_lives,time_away,lives_with_mom,moms_education,mom_alive,lives_with_dad,dad_education,dad_alive
670_6_3,4.0,1,4,31,5.0,,0,1,,,1,,
671_3_3,1.0,1,4,21,5.0,,0,1,,,1,,
671_6_1,2.0,1,1,41,1.0,1.0,0,2,5.0,1.0,2,3.0,1.0
672_1_1,4.0,1,1,50,1.0,1.0,0,2,1.0,1.0,2,1.0,1.0
672_3_1,6.0,1,1,51,1.0,1.0,0,2,1.0,1.0,2,1.0,1.0
672_4_1,3.0,1,1,53,1.0,1.0,0,2,5.0,2.0,2,4.0,2.0
672_5_1,3.0,1,1,48,1.0,1.0,0,1,,,2,5.0,2.0
672_6_1,5.0,1,1,51,1.0,1.0,0,2,3.0,2.0,2,3.0,1.0
672_8_2,3.0,2,8,20,5.0,,0,2,5.0,1.0,2,5.0,1.0
674_7_6,3.0,2,8,20,5.0,,0,2,3.0,1.0,2,3.0,1.0
678_7_3,4.0,2,4,19,5.0,,0,1,,,1,,
678_8_2,6.0,2,2,24,1.0,1.0,0,2,2.0,1.0,2,3.0,1.0
679_3_2,4.0,2,4,41,5.0,,0,1,,,2,2.0,2.0
679_6_2,4.0,2,2,45,1.0,1.0,0,2,3.0,2.0,2,2.0,2.0
686_8_4,6.0,1,4,15,5.0,,0,1,,,1,,
687_1_4,7.0,2,9,22,1.0,1.0,0,2,3.0,1.0,2,3.0,1.0
687_2_4,6.0,2,4,21,5.0,,0,1,,,1,,
687_3_2,5.0,2,2,18,1.0,1.0,0,2,3.0,1.0,2,2.0,1.0
687_7_1,6.0,1,1,74,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
687_8_2,6.0,2,2,49,1.0,1.0,0,2,1.0,1.0,2,1.0,2.0
687_9_4,6.0,2,9,27,1.0,1.0,0,2,2.0,1.0,2,2.0,2.0
687_10_3,5.0,1,4,20,1.0,1.0,0,1,,,1,,
688_1_2,6.0,2,2,45,1.0,1.0,0,2,10.0,1.0,2,10.0,2.0
688_5_1,6.0,1,1,44,1.0,1.0,0,2,10.0,1.0,2,10.0,1.0
688_6_1,5.0,1,1,36,1.0,1.0,0,2,10.0,1.0,2,10.0,2.0
688_9_1,3.0,1,1,37,1.0,1.0,0,1,,,2,10.0,2.0
689_1_2,5.0,2,2,39,1.0,1.0,0,2,2.0,1.0,2,2.0,1.0
689_5_1,6.0,1,1,62,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
689_7_1,8.0,1,1,33,1.0,1.0,0,2,3.0,1.0,2,3.0,1.0
689_8_1,5.0,1,1,39,1.0,1.0,0,2,2.0,1.0,2,3.0,2.0
689_9_1,4.0,1,1,43,1.0,1.0,0,2,2.0,1.0,2,2.0,1.0
689_10_1,5.0,1,1,58,1.0,1.0,0,2,3.0,2.0,2,2.0,2.0
693_3_1,4.0,1,1,48,4.0,,0,2,1.0,2.0,2,1.0,2.0
693_6_1,3.0,1,1,26,1.0,1.0,0,1,,,1,,
693_8_1,4.0,1,1,31,1.0,1.0,0,1,,,2,2.0,2.0
694_4_3,7.0,1,4,20,5.0,,0,1,,,1,,
695_3_1,4.0,1,1,25,5.0,,0,2,5.0,1.0,2,5.0,1.0
695_7_1,3.0,2,1,32,5.0,,2,2,5.0,2.0,2,5.0,2.0
696_1_1,5.0,1,1,69,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
696_3_1,3.0,1,1,29,2.0,2.0,0,2,3.0,1.0,2,5.0,1.0
696_4_1,3.0,1,1,30,1.0,1.0,0,2,3.0,2.0,2,3.0,2.0
696_7_1,4.0,1,1,34,1.0,1.0,0,2,5.0,2.0,2,5.0,2.0
700_2_3,6.0,1,4,46,1.0,1.0,0,1,,,1,,
700_6_2,6.0,2,4,23,5.0,,0,1,,,2,3.0,2.0
700_7_1,5.0,2,1,68,4.0,,0,2,2.0,2.0,2,2.0,2.0
700_8_2,5.0,2,2,62,1.0,1.0,0,2,3.0,2.0,2,2.0,1.0
700_10_3,7.0,1,4,48,5.0,,0,1,,,1,,
700_12_1,5.0,2,1,53,4.0,,0,2,2.0,2.0,2,2.0,2.0
701_1_2,6.0,2,2,25,1.0,1.0,0,2,3.0,1.0,2,3.0,1.0
701_3_1,6.0,1,1,52,1.0,1.0,0,2,3.0,2.0,2,2.0,2.0
701_4_2,5.0,2,2,69,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
701_5_2,5.0,2,2,70,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
701_6_1,6.0,1,1,25,5.0,,0,2,3.0,1.0,2,3.0,1.0
701_7_1,4.0,1,1,42,1.0,1.0,0,2,2.0,1.0,2,2.0,1.0
701_11_2,6.0,2,2,49,1.0,1.0,0,2,2.0,2.0,2,2.0,1.0
702_3_1,5.0,1,1,36,1.0,1.0,0,2,5.0,1.0,2,5.0,1.0
702_11_3,6.0,2,4,20,5.0,,0,1,,,1,,
703_6_2,4.0,2,2,44,1.0,1.0,0,2,5.0,1.0,2,5.0,1.0
703_7_2,4.0,2,2,30,1.0,1.0,0,2,3.0,1.0,2,5.0,1.0
703_8_2,3.0,2,2,32,1.0,1.0,0,2,5.0,1.0,2,5.0,1.0
705_2_2,6.0,2,2,62,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
705_3_2,6.0,2,2,49,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
705_5_1,4.0,1,1,65,4.0,,0,2,2.0,2.0,2,2.0,2.0
705_8_1,6.0,2,1,72,4.0,,0,2,2.0,2.0,2,2.0,2.0
706_4_2,5.0,2,2,52,1.0,1.0,0,2,3.0,2.0,2,4.0,2.0
708_1_1,1.0,2,1,23,5.0,,0,2,5.0,1.0,2,5.0,1.0
710_9_1,5.0,2,1,23,5.0,,0,2,3.0,2.0,2,3.0,1.0
716_1_1,6.0,1,1,55,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
716_2_1,7.0,1,1,75,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
716_3_1,5.0,1,1,50,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
716_4_1,8.0,1,1,49,1.0,1.0,0,2,3.0,1.0,2,2.0,2.0
716_6_1,6.0,1,1,42,1.0,1.0,0,2,3.0,1.0,2,2.0,1.0
716_10_1,7.0,1,1,60,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
719_1_1,8.0,1,1,54,5.0,,0,2,3.0,2.0,2,3.0,2.0
719_2_1,9.0,2,1,64,4.0,,0,2,3.0,2.0,2,2.0,2.0
719_6_1,7.0,1,1,54,1.0,1.0,0,2,2.0,2.0,2,3.0,2.0
719_7_1,7.0,1,1,62,1.0,1.0,0,2,3.0,2.0,2,3.0,2.0
719_11_1,6.0,1,1,72,4.0,,0,2,2.0,2.0,2,2.0,2.0
719_12_1,8.0,1,1,60,1.0,1.0,0,2,3.0,2.0,2,3.0,2.0
720_1_1,9.0,2,1,64,4.0,,0,2,2.0,2.0,2,2.0,2.0
720_5_1,7.0,2,1,51,4.0,,6,2,2.0,2.0,2,2.0,2.0
720_6_1,7.0,1,1,63,1.0,1.0,0,2,3.0,2.0,2,2.0,2.0
720_8_1,6.0,2,1,71,4.0,,0,2,2.0,2.0,2,2.0,2.0
720_9_1,8.0,1,1,70,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
720_11_1,7.0,1,1,47,1.0,1.0,0,2,3.0,1.0,2,3.0,2.0
721_10_3,9.0,2,4,25,5.0,,0,1,,,1,,
722_2_1,4.0,1,1,59,1.0,1.0,0,2,3.0,2.0,2,3.0,2.0
722_5_1,5.0,1,1,45,1.0,1.0,0,2,5.0,1.0,2,5.0,2.0
722_6_2,6.0,1,4,36,1.0,2.0,0,1,,,2,5.0,1.0
724_2_1,7.0,1,1,45,1.0,1.0,0,2,4.0,1.0,2,4.0,2.0
724_10_1,8.0,1,1,59,3.0,1.0,0,2,3.0,2.0,2,3.0,2.0
726_11_1,5.0,1,1,30,3.0,1.0,0,2,4.0,1.0,2,5.0,1.0
728_3_1,6.0,1,1,61,1.0,1.0,0,2,2.0,2.0,2,2.0,1.0
728_8_1,5.0,1,1,67,4.0,,0,2,1.0,2.0,2,1.0,2.0
728_9_1,6.0,1,1,25,5.0,,0,2,3.0,1.0,2,3.0,1.0
729_3_2,5.0,2,2,48,1.0,1.0,0,2,3.0,2.0,2,3.0,2.0
729_5_1,6.0,1,1,27,1.0,1.0,0,2,3.0,1.0,2,3.0,1.0
729_6_1,6.0,1,1,58,1.0,1.0,0,1,,,2,2.0,2.0
729_7_1,5.0,2,1,76,4.0,,0,2,2.0,2.0,2,2.0,2.0
729_9_2,5.0,2,2,72,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
730_3_2,5.0,2,2,50,1.0,1.0,0,2,2.0,1.0,2,2.0,2.0
730_11_3,7.0,1,4,28,5.0,,0,1,,,1,,
731_7_1,7.0,1,1,75,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
731_9_1,8.0,2,1,63,4.0,,0,2,2.0,2.0,2,2.0,2.0
731_10_1,8.0,1,1,70,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
731_11_1,7.0,1,1,54,1.0,1.0,0,2,3.0,1.0,2,2.0,1.0
732_3_1,9.0,1,1,74,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
732_4_1,9.0,1,1,71,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
732_7_1,7.0,1,1,59,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
734_7_1,9.0,1,1,44,1.0,1.0,0,2,3.0,1.0,2,3.0,1.0
734_8_1,8.0,1,1,59,1.0,1.0,0,2,2.0,1.0,2,3.0,2.0
734_10_1,7.0,1,1,77,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
735_4_1,4.0,2,1,51,4.0,,0,2,2.0,2.0,2,3.0,2.0
735_8_2,6.0,2,2,43,1.0,1.0,0,2,2.0,1.0,2,2.0,1.0
738_2_2,5.0,2,2,58,1.0,1.0,0,2,3.0,2.0,2,9.0,2.0
738_11_1,2.0,1,1,73,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
741_3_1,3.0,1,1,78,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
741_4_2,6.0,2,2,42,1.0,1.0,0,2,2.0,1.0,2,2.0,2.0
741_5_7,3.0,2,8,27,5.0,,0,1,,,2,2.0,2.0
743_12_3,2.0,1,4,20,5.0,,0,1,,,1,,
746_2_3,5.0,2,4,32,5.0,,0,1,,,1,,
746_4_1,7.0,2,1,62,4.0,,0,2,1.0,2.0,2,1.0,2.0
746_5_1,4.0,1,1,74,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
746_7_2,5.0,2,2,52,1.0,1.0,0,2,2.0,1.0,2,3.0,2.0
748_1_6,4.0,2,8,62,5.0,,0,1,,,2,1.0,2.0
748_2_2,5.0,2,2,47,1.0,1.0,0,2,7.0,1.0,2,9.0,2.0
748_5_2,5.0,2,2,32,1.0,1.0,0,2,3.0,1.0,2,3.0,1.0
748_8_2,4.0,2,2,40,1.0,1.0,0,2,3.0,1.0,2,3.0,1.0
748_9_1,5.0,1,1,79,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
756_4_1,6.0,2,1,19,5.0,,0,2,3.0,1.0,2,3.0,1.0
756_5_1,6.0,1,1,40,1.0,1.0,0,2,2.0,1.0,2,2.0,2.0
756_6_1,5.0,1,1,75,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
756_8_1,5.0,1,1,53,1.0,1.0,0,2,2.0,1.0,2,2.0,2.0
756_10_2,5.0,2,2,55,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
756_11_4,6.0,2,9,31,1.0,1.0,0,2,3.0,1.0,2,3.0,1.0
756_12_3,6.0,2,7,54,1.0,1.0,0,2,2.0,1.0,2,2.0,2.0
760_2_4,3.0,1,4,27,5.0,,0,1,,,1,,
760_12_1,8.0,1,1,73,1.0,1.0,0,2,3.0,2.0,2,3.0,2.0
761_9_4,5.0,2,4,21,5.0,,0,1,,,1,,
766_12_3,6.0,1,4,16,5.0,,0,1,,,1,,
771_1_1,4.0,1,1,66,1.0,1.0,0,2,3.0,2.0,2,1.0,2.0
771_2_2,2.0,2,2,59,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
771_3_2,6.0,2,2,35,1.0,1.0,0,2,3.0,2.0,2,3.0,2.0
771_5_1,3.0,1,1,36,1.0,1.0,0,2,2.0,1.0,2,4.0,1.0
772_3_1,3.0,2,1,73,4.0,,0,2,1.0,2.0,2,1.0,2.0
772_7_2,2.0,2,2,81,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
772_8_2,6.0,2,2,42,1.0,1.0,0,2,3.0,1.0,2,3.0,2.0
772_10_1,5.0,1,1,52,1.0,1.0,0,2,3.0,1.0,2,1.0,2.0
773_2_1,3.0,1,1,48,1.0,1.0,0,2,1.0,1.0,2,1.0,1.0
773_4_2,2.0,2,2,44,1.0,1.0,0,2,3.0,1.0,2,2.0,1.0
773_6_1,4.0,1,1,53,1.0,1.0,0,2,1.0,2.0,2,2.0,2.0
774_3_2,3.0,2,2,45,1.0,1.0,0,2,2.0,1.0,2,2.0,2.0
774_6_2,3.0,2,2,45,1.0,1.0,0,2,3.0,1.0,2,3.0,2.0
774_7_2,3.0,2,2,53,1.0,1.0,0,2,1.0,2.0,2,2.0,2.0
774_8_2,2.0,2,2,29,1.0,1.0,0,2,3.0,1.0,2,4.0,2.0
774_10_2,4.0,1,4,24,5.0,,0,1,,,2,4.0,2.0
775_1_2,3.0,2,2,67,1.0,1.0,0,2,1.0,1.0,2,1.0,2.0
775_2_2,4.0,2,2,65,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
775_4_2,3.0,2,2,33,1.0,1.0,0,2,2.0,1.0,2,3.0,1.0
775_6_1,3.0,1,1,57,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
776_2_1,2.0,1,1,41,1.0,1.0,0,2,2.0,1.0,2,3.0,1.0
776_3_1,2.0,1,1,41,1.0,1.0,0,2,2.0,1.0,2,2.0,2.0
776_4_4,6.0,2,4,21,5.0,,0,1,,,1,,
776_7_1,6.0,1,1,45,1.0,1.0,0,2,3.0,1.0,2,2.0,1.0
776_8_1,5.0,1,1,77,1.0,1.0,0,2,1.0,2.0,2,2.0,2.0
777_4_2,3.0,2,2,49,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
777_5_3,2.0,1,4,21,5.0,,0,1,,,1,,
777_8_1,3.0,2,1,51,1.0,1.0,0,2,1.0,2.0,2,2.0,2.0
778_2_1,5.0,1,1,41,1.0,1.0,0,2,3.0,1.0,2,3.0,1.0
778_3_1,6.0,1,1,52,1.0,1.0,0,2,1.0,1.0,2,1.0,2.0
778_5_1,8.0,1,1,40,1.0,1.0,0,2,2.0,1.0,2,2.0,1.0
778_7_1,9.0,1,1,60,1.0,1.0,0,2,1.0,1.0,2,1.0,2.0
778_8_1,4.0,1,1,49,5.0,,0,2,2.0,2.0,2,2.0,2.0
779_3_1,6.0,1,1,31,1.0,1.0,0,1,,,2,3.0,2.0
779_4_1,5.0,1,1,42,1.0,1.0,0,2,3.0,1.0,2,1.0,2.0
779_5_1,5.0,1,1,27,1.0,1.0,0,2,3.0,1.0,2,3.0,1.0
779_8_1,6.0,2,1,43,1.0,2.0,0,2,2.0,1.0,2,2.0,2.0
781_6_1,1.0,1,1,46,1.0,1.0,0,2,2.0,1.0,2,2.0,2.0
782_8_1,4.0,1,1,58,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
783_1_1,8.0,1,1,66,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
783_2_1,4.0,1,1,31,1.0,1.0,0,2,2.0,1.0,2,3.0,1.0
783_3_1,7.0,1,1,24,5.0,,0,2,3.0,1.0,2,3.0,2.0
783_6_1,4.0,1,1,37,1.0,1.0,0,2,2.0,2.0,2,2.0,1.0
783_7_1,7.0,1,1,55,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
783_8_1,5.0,1,1,55,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
784_1_1,6.0,1,1,30,1.0,1.0,0,2,2.0,1.0,2,2.0,2.0
784_3_1,5.0,1,1,41,1.0,1.0,0,1,,,1,,
784_5_1,7.0,2,1,70,1.0,2.0,0,2,1.0,2.0,2,1.0,2.0
784_7_1,8.0,1,1,47,1.0,1.0,0,2,3.0,1.0,2,2.0,1.0
784_8_1,6.0,1,1,54,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
784_9_1,6.0,1,1,56,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
785_1_2,5.0,2,2,50,1.0,1.0,0,2,1.0,2.0,2,2.0,1.0
785_2_2,4.0,2,2,24,1.0,1.0,0,2,2.0,1.0,2,3.0,1.0
785_3_2,5.0,2,2,47,1.0,1.0,0,2,3.0,1.0,2,3.0,1.0
785_4_2,5.0,2,2,40,1.0,1.0,0,2,3.0,1.0,2,3.0,1.0
785_5_2,7.0,1,4,33,5.0,,0,2,3.0,2.0,1,,
785_6_2,5.0,2,2,33,1.0,1.0,0,2,3.0,1.0,2,2.0,1.0
785_7_1,6.0,2,1,56,4.0,,0,2,2.0,1.0,2,1.0,2.0
786_1_1,6.0,1,1,54,1.0,1.0,0,2,3.0,1.0,2,2.0,2.0
786_2_3,5.0,2,2,52,1.0,1.0,0,2,2.0,2.0,2,3.0,2.0
786_3_1,7.0,1,1,74,1.0,1.0,0,2,3.0,2.0,2,3.0,2.0
786_4_3,4.0,2,2,43,1.0,1.0,0,2,3.0,1.0,2,3.0,2.0
786_6_3,7.0,2,4,30,5.0,,0,1,,,1,,
786_7_3,5.0,1,4,34,1.0,1.0,0,1,,,1,,
786_9_2,4.0,2,2,41,1.0,1.0,0,2,3.0,1.0,2,2.0,1.0
787_4_1,3.0,1,1,35,1.0,1.0,0,2,2.0,2.0,2,3.0,2.0
787_7_1,6.0,1,1,70,1.0,1.0,0,2,3.0,2.0,2,3.0,2.0
788_2_1,4.0,1,1,52,1.0,1.0,0,2,3.0,2.0,2,2.0,2.0
788_5_1,6.0,1,1,86,1.0,1.0,0,2,1.0,2.0,2,2.0,2.0
788_6_1,4.0,1,1,38,1.0,1.0,0,2,1.0,1.0,2,2.0,1.0
788_7_1,6.0,1,1,72,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
789_2_1,4.0,1,1,26,1.0,1.0,0,2,2.0,1.0,2,3.0,1.0
789_3_1,3.0,1,1,58,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
789_4_1,5.0,1,1,56,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
789_5_2,4.0,2,2,49,1.0,1.0,0,2,2.0,1.0,2,2.0,1.0
789_6_1,5.0,1,1,86,4.0,,0,2,2.0,2.0,2,2.0,2.0
789_7_1,4.0,2,1,48,4.0,,0,2,1.0,2.0,2,2.0,2.0
790_1_1,5.0,2,1,52,4.0,,0,2,2.0,1.0,2,2.0,2.0
790_3_1,4.0,1,1,54,2.0,2.0,0,2,3.0,2.0,2,1.0,2.0
790_5_2,5.0,2,2,64,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
790_6_1,3.0,2,1,77,4.0,,0,2,1.0,2.0,2,1.0,2.0
790_8_2,6.0,2,2,55,1.0,1.0,0,2,2.0,1.0,2,1.0,1.0
790_9_2,4.0,2,2,44,1.0,1.0,0,2,1.0,1.0,2,1.0,1.0
793_1_2,7.0,1,4,21,5.0,,0,1,,,2,2.0,2.0
793_4_1,6.0,1,1,65,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
793_6_2,7.0,2,2,64,1.0,1.0,0,2,2.0,2.0,2,1.0,2.0
793_7_2,4.0,2,2,42,1.0,1.0,0,2,3.0,1.0,2,3.0,2.0
793_8_1,6.0,2,1,70,4.0,,0,2,1.0,2.0,2,1.0,2.0
794_2_1,5.0,1,1,51,1.0,1.0,0,1,,,1,,
794_4_1,6.0,1,1,63,1.0,1.0,0,2,1.0,2.0,2,1.0,1.0
794_5_1,5.0,1,1,50,1.0,1.0,0,2,1.0,2.0,2,1.0,1.0
794_7_1,5.0,1,1,52,1.0,1.0,0,2,2.0,1.0,2,1.0,1.0
794_9_1,5.0,1,1,67,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
794_12_1,4.0,1,1,51,1.0,1.0,0,2,2.0,1.0,2,1.0,2.0
795_1_1,6.0,1,1,59,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
795_2_1,5.0,2,1,59,4.0,,0,2,2.0,2.0,2,1.0,2.0
795_3_1,6.0,1,1,76,1.0,1.0,0,2,1.0,2.0,2,2.0,2.0
795_4_1,5.0,1,1,65,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
795_5_1,5.0,2,1,58,4.0,,0,2,2.0,2.0,2,1.0,2.0
795_6_1,5.0,1,1,77,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
795_8_1,5.0,2,1,88,4.0,,0,2,1.0,2.0,2,1.0,2.0
796_1_1,5.0,1,1,60,1.0,1.0,0,2,2.0,2.0,2,1.0,2.0
796_3_1,5.0,1,1,65,1.0,1.0,0,2,2.0,2.0,2,1.0,2.0
796_4_1,5.0,1,1,57,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
796_8_1,5.0,1,1,68,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
796_9_1,5.0,1,1,75,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
799_1_2,2.0,2,2,36,1.0,1.0,0,2,2.0,2.0,2,1.0,1.0
799_2_1,3.0,1,1,59,1.0,1.0,0,2,1.0,1.0,2,1.0,2.0
799_3_5,4.0,2,9,23,1.0,1.0,0,2,3.0,1.0,2,5.0,1.0
799_4_2,2.0,2,2,38,1.0,1.0,0,2,2.0,1.0,2,2.0,2.0
799_5_1,4.0,1,1,38,1.0,1.0,0,2,2.0,1.0,2,2.0,1.0
799_7_1,7.0,1,1,55,1.0,1.0,0,2,2.0,1.0,2,2.0,2.0
800_1_1,3.0,2,1,41,4.0,,0,2,1.0,1.0,2,1.0,2.0
800_2_2,3.0,2,2,23,1.0,1.0,0,2,3.0,2.0,1,,
800_3_2,4.0,2,2,62,1.0,1.0,0,2,1.0,1.0,2,2.0,2.0
800_5_1,3.0,1,1,57,1.0,1.0,0,2,1.0,1.0,2,1.0,2.0
800_7_1,3.0,1,1,35,1.0,1.0,0,1,,,1,,
800_8_1,3.0,1,1,42,1.0,1.0,0,2,2.0,1.0,2,2.0,1.0
801_1_1,5.0,1,1,77,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
801_2_1,5.0,1,1,54,1.0,1.0,0,2,2.0,2.0,2,2.0,1.0
801_4_1,5.0,1,1,58,1.0,1.0,0,2,2.0,1.0,2,2.0,2.0
801_6_1,5.0,1,1,42,1.0,1.0,0,2,2.0,2.0,1,,
801_7_1,4.0,1,1,65,1.0,1.0,0,2,2.0,2.0,2,1.0,2.0
801_8_1,5.0,1,1,82,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
802_3_2,5.0,2,2,28,1.0,1.0,0,2,2.0,1.0,2,2.0,1.0
802_4_2,6.0,2,2,39,1.0,1.0,0,2,1.0,1.0,2,2.0,1.0
802_5_2,5.0,2,2,48,1.0,1.0,0,2,2.0,1.0,2,1.0,2.0
802_6_2,5.0,2,2,46,1.0,1.0,0,2,2.0,1.0,2,2.0,1.0
802_9_2,5.0,2,2,48,1.0,1.0,0,2,2.0,1.0,2,2.0,1.0
803_2_1,4.0,1,1,58,1.0,1.0,0,2,2.0,2.0,2,1.0,2.0
803_4_1,5.0,1,1,63,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
803_5_1,5.0,1,1,35,1.0,1.0,0,2,2.0,1.0,2,2.0,1.0
803_7_1,6.0,1,1,72,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
804_1_2,6.0,2,2,50,1.0,1.0,0,2,1.0,1.0,2,1.0,2.0
804_2_2,4.0,2,2,51,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
804_3_1,6.0,2,1,41,1.0,1.0,0,2,2.0,1.0,2,2.0,1.0
804_5_1,5.0,2,1,43,1.0,2.0,3,2,1.0,1.0,2,1.0,1.0
804_8_2,6.0,2,2,47,1.0,1.0,0,2,2.0,1.0,2,2.0,1.0
805_2_2,4.0,2,2,56,1.0,1.0,0,2,2.0,1.0,2,1.0,2.0
805_4_2,5.0,2,2,63,1.0,1.0,0,2,1.0,2.0,2,2.0,2.0
805_5_2,6.0,2,2,35,1.0,1.0,0,2,5.0,1.0,2,5.0,1.0
805_6_2,2.0,2,2,47,1.0,1.0,0,2,2.0,1.0,2,2.0,2.0
805_9_2,5.0,2,2,51,1.0,1.0,0,2,2.0,1.0,2,2.0,2.0
805_11_2,4.0,2,2,51,1.0,1.0,0,2,2.0,1.0,2,2.0,2.0
805_12_2,7.0,2,2,34,1.0,1.0,0,2,5.0,2.0,2,5.0,1.0
806_8_1,3.0,1,1,65,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
808_10_2,3.0,2,2,55,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
809_3_2,7.0,2,2,34,1.0,1.0,0,2,4.0,1.0,2,4.0,1.0
809_8_1,4.0,2,1,43,2.0,2.0,0,1,,,1,,
809_10_1,4.0,2,1,61,4.0,,0,2,3.0,2.0,2,2.0,2.0
810_2_2,4.0,2,2,58,1.0,1.0,0,2,1.0,1.0,2,1.0,2.0
810_5_1,4.0,1,1,48,1.0,1.0,0,2,3.0,1.0,2,1.0,1.0
810_6_1,6.0,1,1,53,1.0,1.0,0,2,2.0,2.0,2,1.0,1.0
810_7_1,6.0,1,1,52,1.0,1.0,0,2,3.0,1.0,2,2.0,1.0
810_9_1,9.0,1,1,52,1.0,1.0,0,2,3.0,1.0,2,2.0,1.0
810_10_1,3.0,2,1,58,4.0,,0,2,3.0,1.0,2,2.0,2.0
810_11_1,4.0,1,1,84,4.0,,0,2,1.0,2.0,2,1.0,2.0
811_2_1,4.0,1,1,45,1.0,1.0,0,1,,,2,1.0,2.0
811_6_1,5.0,2,1,45,5.0,,0,2,1.0,2.0,2,1.0,2.0
811_7_1,3.0,1,1,50,1.0,1.0,0,2,3.0,1.0,2,2.0,2.0
811_9_1,5.0,1,1,75,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
812_1_2,3.0,2,2,47,1.0,1.0,0,2,3.0,1.0,2,2.0,1.0
812_4_1,4.0,1,1,56,1.0,1.0,0,2,2.0,1.0,2,1.0,2.0
812_5_2,2.0,2,2,65,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
812_7_2,4.0,2,2,26,1.0,1.0,0,2,4.0,1.0,2,3.0,1.0
812_8_2,3.0,2,2,56,1.0,1.0,0,2,2.0,2.0,2,1.0,2.0
812_9_2,6.0,2,2,55,1.0,1.0,0,2,2.0,1.0,2,3.0,1.0
812_11_2,4.0,2,2,39,1.0,1.0,0,2,1.0,1.0,2,2.0,1.0
813_1_2,3.0,2,2,56,1.0,1.0,0,2,1.0,1.0,2,1.0,2.0
813_2_2,5.0,2,2,42,1.0,1.0,0,2,3.0,1.0,2,2.0,1.0
813_3_2,4.0,2,2,36,1.0,1.0,0,2,4.0,1.0,2,3.0,1.0
813_5_1,6.0,2,1,39,2.0,2.0,0,2,4.0,1.0,2,3.0,1.0
813_6_2,2.0,2,2,71,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
813_7_2,3.0,2,2,59,1.0,1.0,0,2,2.0,1.0,2,1.0,2.0
813_10_2,4.0,2,2,61,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
814_1_2,4.0,2,2,51,1.0,1.0,0,2,1.0,2.0,2,2.0,2.0
