psu,hh,idcode,Self_id,gender,family_role_group,age,age_group,marital_status,family_size_group,kids_group,structure_group,time_away,away_group,live_with_mother,mother_education,mother_education_group,mother_alive,mother_death_age,mother_current_age,live_with_father,father_education,father_education_group,father_alive,father_death_age,father_current_age,read,write,read_write,education,education_group,preschool,preschool_group,enrollment_grouping,last_schoolyear_age,under_19,subjective_poverty_1,subjective_poverty_2,subjective_poverty_3,subjective_poverty_4,subjective_poverty_5,subjective_poverty_6,subjective_poverty_7,subjective_poverty_8,subjective_poverty_9,subjective_poverty_10,Self_Rank
341,4,1,341_4_1,1,1,64,7,1,5,2,2,0,1,2,2,2,1,0,80,2,2,2,2,78,0,1,1,1,9,4,0,1,2,22,2,0,0,0,0,1,0,0,0,0,0,5
358,5,3,358_5_3,1,3,44,5,1,6,3,4,0,1,1,2,2,1,0,68,1,2,2,1,0,77,1,1,1,2,1,1,2,1,14,2,0,0,0,0,1,0,0,0,0,0,5
768,10,1,768_10_1,1,1,38,4,4,2,1,1,0,1,2,3,2,1,0,62,2,3,2,1,0,70,1,1,1,8,4,0,1,1,24,2,0,0,1,0,0,0,0,0,0,0,3
11,1,2,11_1_2,2,2,45,5,1,4,2,3,0,1,2,3,2,1,0,80,2,7,4,2,70,0,1,1,1,6,3,0,1,1,19,2,0,0,0,0,1,0,0,0,0,0,5
264,12,1,264_12_1,1,1,48,5,1,5,3,4,0,1,2,3,2,1,0,70,2,3,2,2,65,0,1,1,1,9,4,0,1,1,22,2,0,0,0,0,0,0,1,0,0,0,7
130,16,2,130_16_2,2,2,30,2,1,4,2,3,0,1,2,4,2,1,0,55,2,5,3,1,0,58,1,1,1,3,2,0,1,2,18,2,0,0,0,0,1,0,0,0,0,0,5
730,5,2,730_5_2,2,2,34,3,1,4,2,3,0,1,2,3,2,1,0,60,2,3,2,1,0,68,1,1,1,9,4,0,1,1,23,2,0,0,0,0,0,0,0,0,1,0,9
48,6,1,48_6_1,1,1,57,6,1,3,2,3,0,1,2,2,2,2,70,0,2,2,2,2,69,0,1,1,1,2,1,0,1,2,14,2,0,0,1,0,0,0,0,0,0,0,3
59,5,1,59_5_1,1,1,63,7,1,6,2,3,0,1,2,3,2,2,70,0,2,3,2,2,73,0,1,1,1,3,2,0,1,1,18,2,0,0,0,0,0,0,1,0,0,0,7
135,12,2,135_12_2,2,2,63,7,1,2,1,1,0,1,2,1,1,2,78,0,2,1,1,2,82,0,1,1,1,2,1,0,1,2,14,2,0,0,1,0,0,0,0,0,0,0,3
179,4,1,179_4_1,1,1,40,4,1,3,2,3,0,1,2,1,1,2,82,0,2,1,1,2,54,0,1,1,1,2,1,1,2,1,14,2,0,0,0,0,1,0,0,0,0,0,5
309,1,1,309_1_1,1,1,38,4,1,4,2,3,0,1,2,3,2,1,0,56,2,3,2,1,0,70,1,1,1,3,2,3,2,1,18,2,0,0,0,1,0,0,0,0,0,0,4
505,5,1,505_5_1,1,1,64,7,1,2,1,1,0,1,2,1,1,2,68,0,2,1,1,2,75,0,1,2,2,1,1,1,2,1,10,2,0,0,1,0,0,0,0,0,0,0,3
356,2,1,356_2_1,1,1,47,5,1,6,3,3,0,1,2,1,1,2,65,0,2,1,1,2,72,0,1,1,1,3,2,0,1,1,18,2,0,0,0,0,1,0,0,0,0,0,5
508,4,1,508_4_1,2,1,58,6,5,3,1,1,0,1,2,2,2,2,84,0,2,2,2,2,85,0,2,3,2,1,1,0,1,1,10,2,0,0,0,0,1,0,0,0,0,0,5
726,7,2,726_7_2,2,2,52,6,1,4,1,1,0,1,2,3,2,1,0,70,2,3,2,2,70,0,1,1,1,9,4,0,1,1,23,2,0,0,0,0,0,0,1,0,0,0,7
492,6,1,492_6_1,1,1,60,6,1,2,1,1,0,1,2,1,1,1,0,80,2,2,2,2,76,0,1,1,1,2,1,0,1,2,14,2,0,0,0,0,0,1,0,0,0,0,6
568,2,1,568_2_1,1,1,72,7,1,5,2,3,0,1,2,2,2,2,76,0,2,2,2,2,74,0,1,1,1,2,1,2,2,1,17,2,0,0,0,0,0,0,0,0,1,0,9
331,5,1,331_5_1,1,1,35,3,1,3,2,3,0,1,2,1,1,1,0,54,2,2,2,1,0,61,1,1,1,9,4,0,1,1,22,2,0,0,0,1,0,0,0,0,0,0,4
178,8,1,178_8_1,1,1,60,6,1,4,2,3,0,1,2,1,1,2,78,0,2,1,1,2,78,0,1,1,1,9,4,1,2,1,22,2,0,0,0,0,0,1,0,0,0,0,6
12,6,1,12_6_1,1,1,49,5,5,4,2,4,0,1,2,1,1,2,63,0,1,3,2,1,0,78,1,1,1,2,1,0,1,2,14,2,0,0,0,0,1,0,0,0,0,0,5
213,8,1,213_8_1,1,1,71,7,1,6,3,4,0,1,2,1,1,2,68,0,2,1,1,2,65,0,1,1,1,2,1,0,1,1,13,2,0,0,0,1,0,0,0,0,0,0,4
42,8,1,42_8_1,1,1,45,5,1,4,2,3,0,1,2,2,2,2,70,0,2,2,2,2,70,0,1,1,1,2,1,0,1,2,16,2,0,0,1,0,0,0,0,0,0,0,3
385,7,1,385_7_1,1,1,25,2,6,3,2,4,0,1,2,2,2,2,33,0,2,2,2,2,35,0,1,1,1,2,1,0,1,2,14,2,0,0,1,0,0,0,0,0,0,0,3
396,7,1,396_7_1,1,1,72,7,1,4,2,3,0,1,2,1,1,2,95,0,2,1,1,2,66,0,2,2,2,2,1,1,2,1,14,2,0,0,1,0,0,0,0,0,0,0,3
785,2,2,785_2_2,2,2,24,1,1,3,2,3,0,1,2,2,2,1,0,44,2,3,2,1,0,49,1,1,1,2,1,0,1,2,14,2,0,0,0,1,0,0,0,0,0,0,4
248,7,1,248_7_1,2,1,69,7,5,4,2,2,0,1,2,1,1,1,0,89,2,1,1,2,73,0,1,1,1,2,1,0,1,2,14,2,0,0,0,0,0,1,0,0,0,0,6
382,8,1,382_8_1,1,1,51,6,1,4,2,3,0,1,2,1,1,2,74,0,2,1,1,2,84,0,1,1,1,3,2,2,2,2,18,2,1,0,0,0,0,0,0,0,0,0,1
705,4,2,705_4_2,2,2,66,7,1,2,1,3,0,1,2,3,2,1,0,85,2,5,3,2,89,0,1,1,1,3,2,0,1,1,18,2,0,0,0,0,0,1,0,0,0,0,6
442,3,1,442_3_1,1,1,55,6,1,6,2,3,0,1,2,2,2,1,0,77,2,1,1,2,68,0,1,1,1,3,2,0,1,2,18,2,0,0,0,1,0,0,0,0,0,0,4
336,5,1,336_5_1,2,1,72,7,5,1,1,5,0,1,2,2,2,2,77,0,2,2,2,2,85,0,2,2,2,1,1,1,2,1,10,2,0,0,0,1,0,0,0,0,0,0,4
471,7,2,471_7_2,2,1,28,2,1,3,2,4,0,1,2,2,2,1,0,65,2,2,2,1,0,72,1,1,1,3,2,0,1,1,18,2,0,0,0,0,0,0,1,0,0,0,7
526,6,1,526_6_1,1,1,70,7,1,7,3,3,0,1,2,2,2,2,80,0,2,2,2,2,77,0,1,1,1,3,2,0,1,1,18,2,0,0,0,1,0,0,0,0,0,0,4
210,1,1,210_1_1,1,1,59,6,5,1,1,1,0,1,2,3,2,2,64,0,2,3,2,2,80,0,1,1,1,9,4,0,1,1,22,2,0,0,0,0,0,0,0,1,0,0,8
784,9,1,784_9_1,1,1,56,6,1,3,2,3,0,1,2,2,2,2,77,0,2,2,2,2,82,0,1,1,1,2,1,0,1,2,16,2,0,0,0,0,0,1,0,0,0,0,6
152,10,2,152_10_2,2,2,45,5,1,6,4,4,0,1,2,2,2,1,0,72,2,2,2,2,65,0,1,1,1,2,1,0,1,1,14,2,0,0,0,0,0,1,0,0,0,0,6
629,4,2,629_4_2,2,2,35,3,1,4,2,3,0,1,2,1,1,1,0,61,2,1,1,2,51,0,1,1,1,2,1,0,1,2,14,2,0,0,0,0,1,0,0,0,0,0,5
752,5,1,752_5_1,1,1,67,7,1,3,1,1,0,1,2,2,2,2,78,0,2,2,2,2,65,0,1,1,1,3,2,1,2,1,18,2,0,0,0,0,0,1,0,0,0,0,6
395,1,2,395_1_2,2,2,61,7,1,5,2,2,0,1,2,2,2,2,75,0,2,2,2,2,30,0,1,1,1,2,1,0,1,2,14,2,0,0,0,0,1,0,0,0,0,0,5
192,9,1,192_9_1,1,1,73,7,1,2,1,3,0,1,2,1,1,2,68,0,2,1,1,2,65,0,2,2,2,2,1,0,1,1,14,2,0,0,0,1,0,0,0,0,0,0,4
236,2,2,236_2_2,2,2,39,4,1,4,2,3,0,1,2,1,1,2,78,0,2,1,1,2,82,0,1,1,1,9,4,1,2,1,22,2,0,0,0,0,0,0,0,1,0,0,8
770,5,2,770_5_2,2,2,30,2,1,4,2,3,0,1,2,3,2,1,0,52,2,3,2,1,0,58,1,1,1,2,1,0,1,1,14,2,1,0,0,0,0,0,0,0,0,0,1
380,7,1,380_7_1,1,1,41,5,1,4,2,3,0,1,2,3,2,1,0,69,2,3,2,2,69,0,1,1,1,9,4,2,2,1,22,2,0,0,0,0,1,0,0,0,0,0,5
760,8,2,760_8_2,2,2,52,6,1,2,1,1,0,1,2,4,2,2,83,0,2,4,2,2,85,0,1,1,1,9,4,1,2,1,22,2,0,0,0,0,0,0,0,0,1,0,9
226,10,1,226_10_1,2,1,73,7,5,6,3,4,0,1,2,1,1,2,85,0,2,1,1,2,85,0,1,1,1,1,1,0,1,1,10,2,0,1,0,0,0,0,0,0,0,0,2
759,2,2,759_2_2,2,2,34,3,1,6,2,4,0,1,2,3,2,1,0,63,2,3,2,1,0,65,1,1,1,3,2,2,2,1,18,2,0,0,0,1,0,0,0,0,0,0,4
543,2,1,543_2_1,1,1,52,6,3,1,1,1,0,1,2,1,1,2,43,0,2,1,1,2,57,0,1,1,1,2,1,0,1,1,14,2,0,0,1,0,0,0,0,0,0,0,3
651,2,1,651_2_1,1,1,45,5,1,5,2,4,0,1,1,1,1,1,0,74,2,2,2,2,52,0,1,1,1,2,1,2,2,2,14,2,0,0,0,1,0,0,0,0,0,0,4
729,5,1,729_5_1,1,1,27,2,1,3,2,3,0,1,2,3,2,1,0,52,2,3,2,1,0,56,1,1,1,3,2,0,1,2,18,2,0,0,0,0,0,1,0,0,0,0,6
240,12,1,240_12_1,1,1,54,6,1,6,1,3,0,1,1,1,1,1,0,92,1,1,1,1,0,97,1,1,1,2,1,0,1,2,15,2,0,0,1,0,0,0,0,0,0,0,3
494,7,1,494_7_1,1,1,53,6,1,6,2,3,0,1,2,1,1,1,0,80,2,1,1,1,0,75,1,1,1,2,1,1,2,1,14,2,0,0,0,1,0,0,0,0,0,0,4
681,8,1,681_8_1,1,1,49,5,1,4,2,2,0,1,2,2,2,2,40,0,2,2,2,2,60,0,1,1,1,9,4,0,1,1,22,2,0,0,0,0,0,1,0,0,0,0,6
678,6,2,678_6_2,2,2,39,4,1,5,3,4,0,1,2,2,2,1,0,63,2,3,2,1,0,68,1,1,1,3,2,2,2,1,18,2,0,0,0,0,0,0,1,0,0,0,7
661,7,1,661_7_1,1,1,74,7,1,2,1,3,0,1,2,2,2,2,72,0,2,2,2,2,86,0,1,1,1,2,1,0,1,2,15,2,0,1,0,0,0,0,0,0,0,0,2
150,7,1,150_7_1,1,1,43,5,1,4,2,3,0,1,2,2,2,1,0,67,2,2,2,1,0,72,1,1,1,3,2,0,1,1,18,2,0,0,0,0,1,0,0,0,0,0,5
375,6,3,375_6_3,2,3,32,3,6,4,1,1,0,1,1,3,2,1,0,58,1,3,2,1,0,61,1,1,1,3,2,0,1,2,18,2,0,0,1,0,0,0,0,0,0,0,3
324,9,1,324_9_1,2,1,56,6,5,3,2,3,0,1,2,2,2,2,80,0,2,2,2,2,70,0,1,1,1,2,1,3,2,1,14,2,0,0,0,0,1,0,0,0,0,0,5
377,8,3,377_8_3,2,3,32,3,2,6,2,3,0,1,2,2,2,1,0,63,2,2,2,1,0,63,1,1,1,2,1,0,1,2,15,2,0,0,0,0,1,0,0,0,0,0,5
48,3,1,48_3_1,2,1,41,5,5,3,2,4,0,1,2,3,2,1,0,69,2,3,2,2,75,0,1,1,1,3,2,1,2,2,18,2,0,0,1,0,0,0,0,0,0,0,3
552,8,1,552_8_1,1,1,53,6,1,3,2,3,0,1,2,2,2,2,84,0,2,2,2,2,85,0,1,1,1,3,2,1,2,2,18,2,0,0,0,1,0,0,0,0,0,0,4
74,2,1,74_2_1,1,1,66,7,1,4,1,1,0,1,2,1,1,2,88,0,2,1,1,1,0,91,1,1,1,1,1,1,2,1,10,2,0,0,0,1,0,0,0,0,0,0,4
501,4,1,501_4_1,1,1,37,4,1,4,2,3,0,1,2,2,2,1,0,63,2,2,2,1,0,70,1,1,1,9,4,1,2,1,22,2,0,0,0,1,0,0,0,0,0,0,4
688,7,1,688_7_1,1,1,55,6,1,2,1,1,0,1,2,10,4,1,0,76,2,10,4,1,0,80,1,1,1,2,1,1,2,1,14,2,0,0,0,0,0,1,0,0,0,0,6
3,10,1,3_10_1,1,1,68,7,1,3,1,1,0,1,2,1,1,2,86,0,2,1,1,2,64,0,1,1,1,2,1,1,2,1,14,2,0,0,0,0,1,0,0,0,0,0,5
536,1,1,536_1_1,1,1,74,7,5,1,1,5,0,1,2,1,1,2,82,0,2,1,1,2,56,0,1,1,1,1,1,1,2,1,10,2,0,0,0,1,0,0,0,0,0,0,4
770,2,2,770_2_2,2,2,27,2,1,4,2,3,0,1,2,3,2,1,0,53,2,3,2,1,0,59,1,1,1,2,1,0,1,1,14,2,0,0,0,1,0,0,0,0,0,0,4
631,6,1,631_6_1,1,1,77,8,1,2,1,5,0,1,2,2,2,2,70,0,2,2,2,2,79,0,1,1,1,1,1,1,2,1,10,2,0,0,1,0,0,0,0,0,0,0,3
731,9,1,731_9_1,2,1,63,7,5,3,1,1,0,1,2,2,2,2,77,0,2,2,2,2,79,0,1,1,1,3,2,0,1,2,18,2,0,0,0,0,0,0,0,1,0,0,8
285,2,1,285_2_1,1,1,51,6,1,5,2,2,0,1,2,2,2,1,0,79,2,2,2,2,78,0,1,1,1,9,4,0,1,1,22,2,0,0,0,0,0,0,1,0,0,0,7
786,2,3,786_2_3,2,2,52,6,1,6,2,3,0,1,2,2,2,2,82,0,2,3,2,2,79,0,2,2,2,2,1,0,1,2,14,2,0,0,0,0,1,0,0,0,0,0,5
750,11,1,750_11_1,1,1,61,7,1,3,1,1,0,1,2,3,2,2,79,0,2,3,2,2,84,0,1,1,1,3,2,0,1,1,18,2,0,0,0,0,0,0,1,0,0,0,7
792,9,2,792_9_2,2,2,34,3,1,4,2,3,0,1,2,3,2,1,0,60,2,3,2,1,0,65,1,1,1,2,1,0,1,1,14,2,0,0,0,1,0,0,0,0,0,0,4
639,3,2,639_3_2,2,2,46,5,1,5,2,3,0,1,2,2,2,1,0,72,2,2,2,1,0,77,1,1,1,3,2,1,2,1,18,2,0,0,0,0,0,0,0,1,0,0,8
516,3,1,516_3_1,1,1,68,7,1,5,1,1,0,1,2,1,1,2,90,0,2,3,2,2,88,0,1,2,2,2,1,0,1,2,14,2,0,0,0,0,1,0,0,0,0,0,5
726,8,1,726_8_1,1,1,57,6,5,2,1,1,0,1,2,3,2,2,70,0,2,3,2,2,73,0,1,1,1,9,4,0,1,1,23,2,0,0,0,1,0,0,0,0,0,0,4
494,2,1,494_2_1,1,1,52,6,1,3,1,1,0,1,2,1,1,1,0,83,2,1,1,2,69,0,1,1,1,2,1,1,2,1,14,2,0,0,0,0,0,0,0,1,0,0,8
628,1,1,628_1_1,1,1,60,6,1,3,1,1,0,1,2,2,2,2,70,0,2,3,2,2,67,0,1,1,1,9,4,0,1,1,22,2,0,0,0,0,1,0,0,0,0,0,5
270,5,2,270_5_2,2,2,64,7,1,6,2,3,0,1,2,2,2,2,68,0,2,1,1,2,75,0,1,1,1,1,1,0,1,2,10,2,0,0,0,0,0,1,0,0,0,0,6
503,1,1,503_1_1,1,1,53,6,1,4,1,1,0,1,2,1,1,1,0,73,2,1,1,2,73,0,1,1,1,6,3,0,1,1,18,2,0,0,1,0,0,0,0,0,0,0,3
590,7,1,590_7_1,1,1,59,6,5,1,1,1,0,1,2,2,2,2,60,0,2,2,2,2,75,0,1,1,1,2,1,0,1,1,14,2,0,0,0,0,0,0,0,1,0,0,8
17,5,1,17_5_1,1,1,74,7,1,2,1,3,0,1,2,1,1,2,60,0,2,1,1,2,70,0,2,1,2,1,1,1,2,1,10,2,0,0,0,0,0,1,0,0,0,0,6
556,3,1,556_3_1,1,1,54,6,1,2,1,1,0,1,2,3,2,1,0,76,2,2,2,2,74,0,1,1,1,2,1,0,1,1,14,2,1,0,0,0,0,0,0,0,0,0,1
284,3,1,284_3_1,1,1,40,4,1,5,3,4,0,1,2,1,1,1,0,69,2,2,2,1,0,74,1,1,1,3,2,0,1,2,18,2,0,0,0,0,0,0,1,0,0,0,7
133,2,2,133_2_2,2,2,53,6,1,5,3,4,0,1,2,3,2,2,73,0,2,3,2,2,84,0,1,1,1,3,2,0,1,2,18,2,0,0,1,0,0,0,0,0,0,0,3
67,12,1,67_12_1,1,1,40,4,1,4,2,3,0,1,2,4,2,1,0,69,2,3,2,1,0,69,1,1,1,4,2,3,2,1,16,2,0,0,0,0,0,0,1,0,0,0,7
681,4,1,681_4_1,1,1,73,7,1,4,1,2,0,1,2,1,1,2,85,0,2,1,1,2,90,0,1,1,1,6,3,0,1,1,18,2,0,0,0,0,1,0,0,0,0,0,5
451,4,1,451_4_1,1,1,49,5,1,5,3,4,0,1,2,2,2,1,0,70,2,2,2,1,0,70,1,1,1,2,1,1,2,1,14,2,0,0,0,0,1,0,0,0,0,0,5
167,1,1,167_1_1,1,1,38,4,1,3,2,3,0,1,2,3,2,1,0,68,2,3,2,1,0,73,1,1,1,5,3,1,2,1,17,2,0,0,0,0,0,0,1,0,0,0,7
288,12,1,288_12_1,2,1,74,7,5,1,1,5,0,1,2,2,2,2,80,0,2,4,2,2,78,0,1,1,1,6,3,1,2,1,19,2,0,1,0,0,0,0,0,0,0,0,2
200,2,1,200_2_1,1,1,75,7,1,6,2,4,0,1,2,1,1,2,89,0,2,1,1,2,90,0,2,2,2,2,1,0,1,1,14,2,0,0,0,0,0,1,0,0,0,0,6
135,9,2,135_9_2,2,2,43,5,1,3,2,3,0,1,2,2,2,1,0,65,2,2,2,2,42,0,1,1,1,2,1,0,1,2,14,2,0,1,0,0,0,0,0,0,0,0,2
438,11,1,438_11_1,1,1,58,6,1,2,1,1,0,1,2,2,2,2,70,0,2,2,2,2,76,0,1,1,1,2,1,1,2,1,14,2,0,0,0,0,1,0,0,0,0,0,5
629,9,1,629_9_1,1,1,58,6,1,2,1,1,0,1,2,1,1,2,70,0,2,1,1,2,63,0,1,1,1,3,2,0,1,2,18,2,0,0,1,0,0,0,0,0,0,0,3
96,4,1,96_4_1,1,1,51,6,1,3,1,1,0,1,2,10,4,2,56,0,2,2,2,2,42,0,1,1,1,2,1,1,2,1,14,2,0,0,0,1,0,0,0,0,0,0,4
805,4,2,805_4_2,2,2,63,7,1,2,1,1,0,1,2,1,1,2,40,0,2,2,2,2,85,0,1,1,1,2,1,0,1,2,14,2,0,0,0,0,1,0,0,0,0,0,5
450,3,1,450_3_1,1,1,49,5,1,4,2,2,0,1,2,2,2,2,80,0,2,2,2,2,83,0,1,1,1,2,1,1,2,1,14,2,0,0,0,1,0,0,0,0,0,0,4
811,6,1,811_6_1,2,1,45,5,6,1,1,1,0,1,2,1,1,2,69,0,2,1,1,2,71,0,1,1,1,2,1,0,1,2,13,2,0,0,0,0,1,0,0,0,0,0,5
498,8,1,498_8_1,1,1,55,6,1,4,2,2,0,1,2,1,1,2,68,0,2,1,1,2,71,0,1,1,1,2,1,1,2,1,14,2,0,0,0,1,0,0,0,0,0,0,4
657,7,1,657_7_1,1,1,49,5,1,4,1,2,0,1,1,1,1,1,0,79,2,1,1,2,70,0,2,1,2,2,1,1,2,2,14,2,0,0,0,1,0,0,0,0,0,0,4
512,2,1,512_2_1,1,1,59,6,1,5,2,3,0,1,2,1,1,2,67,0,2,1,1,2,77,0,1,1,1,2,1,0,1,2,15,2,0,0,0,0,0,0,1,0,0,0,7
642,5,2,642_5_2,2,2,59,6,1,3,1,1,0,1,2,2,2,2,87,0,2,2,2,2,70,0,1,1,1,9,4,0,1,1,22,2,0,0,0,0,0,0,1,0,0,0,7
764,2,2,764_2_2,2,2,31,3,1,4,2,3,0,1,2,3,2,1,0,56,2,3,2,1,0,59,1,1,1,3,2,2,2,1,18,2,0,0,0,1,0,0,0,0,0,0,4
388,4,1,388_4_1,1,1,58,6,1,5,3,4,2,2,2,1,1,1,0,85,2,2,2,2,65,0,1,1,1,2,1,0,1,2,14,2,0,0,1,0,0,0,0,0,0,0,3
145,8,1,145_8_1,1,1,54,6,1,5,2,3,0,1,1,1,1,1,0,87,2,10,4,2,64,0,1,1,1,3,2,1,2,1,18,2,0,0,0,1,0,0,0,0,0,0,4
265,8,1,265_8_1,1,1,30,2,1,3,2,3,0,1,2,3,2,1,0,63,2,4,2,1,0,65,1,1,1,3,2,0,1,2,18,2,0,0,0,1,0,0,0,0,0,0,4
785,3,2,785_3_2,2,2,47,5,1,5,2,3,0,1,2,3,2,1,0,78,2,3,2,1,0,80,1,1,1,1,1,0,1,2,10,2,0,0,0,0,1,0,0,0,0,0,5
195,3,2,195_3_2,2,2,33,3,1,6,2,3,0,1,2,3,2,1,0,57,2,3,2,1,0,60,1,1,1,3,2,2,2,2,18,2,0,0,0,1,0,0,0,0,0,0,4
137,4,1,137_4_1,1,1,58,6,1,6,2,3,0,1,1,1,1,1,0,80,2,10,4,2,73,0,1,1,1,2,1,1,2,1,14,2,0,0,0,1,0,0,0,0,0,0,4
85,5,1,85_5_1,1,1,51,6,1,4,2,3,0,1,2,3,2,2,73,0,2,3,2,2,77,0,1,1,1,2,1,0,1,2,14,2,0,1,0,0,0,0,0,0,0,0,2
209,8,1,209_8_1,1,1,41,5,1,5,2,4,0,1,2,2,2,1,0,65,2,2,2,1,0,70,1,1,1,2,1,0,1,1,14,2,0,1,0,0,0,0,0,0,0,0,2
195,2,1,195_2_1,1,1,65,7,1,2,1,1,3,2,2,1,1,2,77,0,2,1,1,2,81,0,1,1,1,9,4,0,1,1,22,2,0,0,0,0,1,0,0,0,0,0,5
63,1,3,63_1_3,2,3,24,1,1,4,2,2,0,1,2,2,2,1,0,48,2,3,2,1,0,50,1,1,1,3,2,2,2,2,18,2,0,0,0,0,0,1,0,0,0,0,6
296,8,1,296_8_1,1,1,58,6,1,4,1,1,0,1,2,2,2,2,89,0,2,3,2,2,82,0,1,1,1,2,1,1,2,1,14,2,0,0,0,0,0,1,0,0,0,0,6
708,6,1,708_6_1,2,1,28,2,6,3,1,1,0,1,2,5,3,1,0,52,2,5,3,1,0,59,1,1,1,9,4,0,1,1,22,2,0,0,1,0,0,0,0,0,0,0,3
825,5,2,825_5_2,2,2,41,5,1,4,2,2,0,1,2,2,2,2,50,0,2,2,2,2,51,0,1,2,2,5,3,1,2,1,17,2,0,1,0,0,0,0,0,0,0,0,2
265,4,1,265_4_1,2,1,61,7,5,2,1,1,0,1,2,3,2,2,75,0,2,3,2,2,80,0,1,1,1,1,1,0,1,2,12,2,0,0,0,0,1,0,0,0,0,0,5
370,5,1,370_5_1,1,1,60,6,1,6,2,3,0,1,2,2,2,2,70,0,2,2,2,2,77,0,1,1,1,2,1,0,1,2,14,2,0,1,0,0,0,0,0,0,0,0,2
457,4,2,457_4_2,2,2,53,6,1,4,1,1,0,1,2,1,1,2,72,0,2,5,3,2,86,0,1,1,1,6,3,0,1,1,18,2,0,0,0,0,1,0,0,0,0,0,5
670,6,3,670_6_3,1,3,31,3,6,4,1,1,0,1,1,5,3,1,0,51,1,5,3,1,0,59,1,1,1,3,2,2,2,2,18,2,0,0,0,1,0,0,0,0,0,0,4
735,5,1,735_5_1,2,1,25,2,6,1,1,1,0,1,2,3,2,1,0,53,2,3,2,1,0,58,1,1,1,9,4,0,1,1,22,2,0,0,0,1,0,0,0,0,0,0,4
325,4,1,325_4_1,1,1,45,5,1,5,2,3,0,1,1,3,2,1,0,70,2,2,2,2,53,0,1,1,1,2,1,3,2,1,14,2,0,0,0,1,0,0,0,0,0,0,4
602,6,1,602_6_1,2,1,73,7,5,1,1,5,0,1,2,1,1,2,80,0,2,1,1,2,72,0,1,1,1,2,1,0,1,1,14,2,0,0,0,0,1,0,0,0,0,0,5
584,8,2,584_8_2,2,2,51,6,1,3,1,1,0,1,2,2,2,1,0,70,2,2,2,1,0,75,1,1,1,3,2,0,1,1,18,2,0,0,0,0,0,0,1,0,0,0,7
316,4,1,316_4_1,1,1,70,7,1,3,1,1,0,1,2,2,2,2,94,0,2,2,2,2,72,0,1,1,1,3,2,2,2,1,18,2,0,0,0,0,1,0,0,0,0,0,5
71,2,1,71_2_1,1,1,33,3,1,4,2,3,8,4,2,2,2,1,0,60,2,2,2,1,0,70,1,1,1,2,1,2,2,2,14,2,1,0,0,0,0,0,0,0,0,0,1
188,9,1,188_9_1,1,1,39,4,1,6,2,4,0,1,1,2,2,1,0,75,1,2,2,1,0,77,1,1,1,3,2,0,1,1,18,2,0,0,0,0,1,0,0,0,0,0,5
434,10,1,434_10_1,1,1,51,6,1,2,1,1,0,1,2,3,2,1,0,70,2,3,2,1,0,76,1,1,1,9,4,0,1,2,22,2,0,0,0,0,0,0,0,1,0,0,8
410,10,1,410_10_1,2,1,67,7,5,4,2,3,0,1,2,1,1,2,56,0,2,2,2,2,67,0,2,2,2,1,1,1,2,1,11,2,0,0,0,0,1,0,0,0,0,0,5
245,7,1,245_7_1,1,1,59,6,1,2,1,1,0,1,2,1,1,2,83,0,2,1,1,2,78,0,1,1,1,2,1,0,1,2,15,2,0,0,0,0,0,0,1,0,0,0,7
256,5,3,256_5_3,1,3,41,5,1,6,2,3,0,1,1,5,3,1,0,62,1,3,2,1,0,64,1,1,1,3,2,0,1,2,18,2,0,0,0,0,0,1,0,0,0,0,6
429,4,1,429_4_1,1,1,49,5,1,3,2,3,0,1,2,2,2,1,0,75,2,2,2,2,72,0,1,1,1,2,1,0,1,2,14,2,0,0,0,0,0,1,0,0,0,0,6
308,10,1,308_10_1,2,1,72,7,5,2,1,3,0,1,2,1,1,2,28,0,2,2,2,2,60,0,2,2,2,1,1,0,1,1,10,2,0,0,0,0,1,0,0,0,0,0,5
276,4,1,276_4_1,1,1,65,7,1,4,1,1,0,1,2,1,1,2,66,0,2,1,1,2,70,0,2,2,2,2,1,1,2,1,14,2,0,0,0,0,1,0,0,0,0,0,5
714,12,1,714_12_1,1,1,51,6,1,4,2,2,0,1,2,3,2,1,0,74,2,3,2,2,83,0,1,1,1,9,4,0,1,1,22,2,0,0,0,0,1,0,0,0,0,0,5
279,3,1,279_3_1,1,1,75,7,5,1,1,5,0,1,2,1,1,2,83,0,2,1,1,2,74,0,3,3,2,1,1,0,1,1,10,2,0,0,0,0,0,0,1,0,0,0,7
130,11,2,130_11_2,2,2,71,7,1,2,1,5,0,1,2,2,2,2,60,0,2,2,2,2,40,0,1,1,1,3,2,0,1,2,18,2,0,0,1,0,0,0,0,0,0,0,3
779,2,1,779_2_1,1,1,59,6,1,4,1,1,0,1,2,1,1,2,56,0,2,1,1,2,83,0,1,1,1,9,4,0,1,1,22,2,0,0,1,0,0,0,0,0,0,0,3
805,2,2,805_2_2,2,2,56,6,1,6,2,2,0,1,2,2,2,1,0,79,2,1,1,2,64,0,1,1,1,3,2,0,1,2,18,2,0,0,0,1,0,0,0,0,0,0,4
328,4,1,328_4_1,1,1,54,6,1,2,1,1,0,1,2,1,1,2,73,0,2,2,2,1,0,81,1,1,1,2,1,0,1,2,14,2,0,0,1,0,0,0,0,0,0,0,3
