uid,HH_Hhid,HH_Q02,HH_Q03,HH_Q04,HH_Q05y,HH_Q05m,HH_Q06,HH_Q07,HH_Q08,HH_Q09,HH_Q10,HH_Q11,HH_Q12,HH_Q13,HH_Q14,HH_Q15,HH_Q16,HH_Q17,HH_Q18,HH_Q19,HH_Q20,HH_Q21,HH_Q22,poverty_score
29_8_1,2908,2,1,19360527,76,3,4.0,,,0,1,2,,1.0,2.0,56.0,,2,,1.0,2.0,70.0,,2.0
30_2_1,3002,1,1,19730406,39,5,1.0,1.0,2.0,4,1,2,,2.0,1.0,,63.0,2,,3.0,2.0,67.0,,2.0
30_3_1,3003,1,1,19651228,46,8,1.0,1.0,2.0,4,1,2,,1.0,2.0,80.0,,2,,1.0,2.0,82.0,,8.0
30_5_1,3005,1,1,19670920,44,11,1.0,1.0,2.0,0,1,1,6.0,,,,,1,5.0,,,,,6.0
30_6_1,3006,1,1,19690102,43,8,1.0,1.0,2.0,2,1,2,,2.0,2.0,73.0,,2,,1.0,2.0,58.0,,3.0
30_7_1,3007,1,1,19210904,91,0,1.0,1.0,2.0,0,1,2,,1.0,2.0,85.0,,2,,1.0,2.0,57.0,,4.0
30_8_1,3008,1,1,19680615,44,2,1.0,1.0,2.0,0,1,2,,2.0,1.0,,66.0,2,,3.0,1.0,,63.0,4.0
31_1_1,3101,1,1,19360807,76,1,1.0,1.0,2.0,0,1,2,,1.0,2.0,88.0,,2,,1.0,2.0,70.0,,5.0
31_4_1,3104,2,1,19400118,72,7,4.0,,,0,1,2,,1.0,2.0,65.0,,2,,1.0,2.0,75.0,,3.0
31_5_1,3105,1,1,19420312,70,6,1.0,1.0,2.0,0,1,2,,1.0,2.0,84.0,,2,,1.0,2.0,75.0,,4.0
31_6_1,3106,2,1,19650226,47,6,4.0,,,0,1,2,,2.0,1.0,,71.0,2,,2.0,1.0,,80.0,4.0
31_7_1,3107,1,1,19570917,54,11,1.0,1.0,2.0,0,1,2,,2.0,2.0,76.0,,2,,2.0,2.0,80.0,,5.0
31_8_1,3108,1,1,19590912,53,0,1.0,1.0,2.0,0,1,2,,1.0,1.0,,82.0,2,,1.0,2.0,60.0,,5.0
32_2_1,3202,1,1,19690815,43,1,1.0,1.0,2.0,0,1,2,,2.0,2.0,72.0,,1,4.0,,,,,5.0
32_4_1,3204,1,1,19550901,57,0,1.0,1.0,2.0,0,1,2,,1.0,2.0,70.0,,2,,1.0,2.0,62.0,,5.0
32_5_1,3205,2,1,19760204,36,7,4.0,,,0,1,2,,1.0,2.0,72.0,,2,,2.0,1.0,,75.0,3.0
32_6_1,3206,1,1,19670410,45,5,1.0,1.0,2.0,0,1,2,,2.0,1.0,,72.0,2,,2.0,2.0,70.0,,5.0
32_8_1,3208,1,1,19500309,62,6,1.0,1.0,2.0,0,1,1,3.0,,,,,2,,1.0,2.0,75.0,,5.0
33_1_1,3301,1,1,19750916,37,0,1.0,1.0,2.0,0,1,2,,2.0,1.0,,58.0,2,,2.0,1.0,,61.0,5.0
33_2_1,3302,1,1,19790922,32,11,1.0,1.0,2.0,0,1,2,,2.0,1.0,,58.0,2,,3.0,1.0,,60.0,5.0
33_3_1,3303,1,1,19610520,51,4,1.0,1.0,2.0,1,1,2,,1.0,2.0,81.0,,2,,1.0,2.0,38.0,,3.0
33_4_1,3304,2,1,19700808,42,1,4.0,,,0,1,2,,3.0,1.0,,65.0,2,,3.0,1.0,,70.0,3.0
33_7_1,3307,1,1,19700602,42,3,1.0,1.0,2.0,0,1,2,,3.0,1.0,,59.0,2,,3.0,1.0,,64.0,6.0
33_9_1,3309,1,1,19760416,36,5,1.0,1.0,2.0,0,1,1,7.0,,,,,1,6.0,,,,,2.0
34_1_1,3401,1,1,19471025,64,11,1.0,1.0,2.0,0,1,2,,1.0,2.0,74.0,,2,,1.0,2.0,86.0,,3.0
34_2_2,3402,2,2,19640105,48,8,1.0,1.0,1.0,0,1,2,,1.0,2.0,72.0,,2,,1.0,2.0,75.0,,5.0
34_3_1,3403,2,1,19530420,59,5,4.0,,,0,1,2,,1.0,2.0,60.0,,2,,1.0,2.0,81.0,,2.0
34_4_1,3404,1,1,19540215,58,7,1.0,1.0,2.0,0,1,2,,1.0,2.0,70.0,,2,,1.0,2.0,55.0,,3.0
34_5_1,3405,1,1,19600410,52,5,1.0,1.0,2.0,0,1,2,,1.0,1.0,,82.0,2,,1.0,2.0,70.0,,3.0
34_6_1,3406,1,1,19740314,38,6,1.0,1.0,2.0,0,1,2,,1.0,1.0,,75.0,2,,2.0,2.0,59.0,,2.0
34_7_1,3407,1,1,19640830,48,0,1.0,1.0,2.0,0,1,2,,2.0,2.0,60.0,,2,,2.0,2.0,70.0,,4.0
34_8_1,3408,2,1,19560904,56,0,4.0,,,0,1,2,,1.0,2.0,70.0,,2,,1.0,2.0,70.0,,3.0
35_1_1,3501,1,1,19690718,43,2,1.0,1.0,2.0,0,1,2,,1.0,2.0,70.0,,2,,1.0,2.0,65.0,,6.0
35_2_1,3502,1,1,19551120,56,10,1.0,1.0,2.0,0,1,2,,1.0,1.0,,73.0,2,,1.0,2.0,75.0,,5.0
35_3_1,3503,1,1,19630221,49,6,1.0,1.0,2.0,0,1,2,,2.0,1.0,,86.0,2,,2.0,2.0,70.0,,6.0
35_4_1,3504,1,1,19700119,42,8,1.0,1.0,2.0,4,1,2,,2.0,1.0,,64.0,2,,2.0,1.0,,70.0,5.0
35_5_1,3505,1,1,19400505,72,4,1.0,1.0,2.0,0,1,2,,1.0,2.0,85.0,,2,,1.0,2.0,92.0,,4.0
35_6_1,3506,1,1,19490605,63,3,1.0,1.0,2.0,0,1,2,,1.0,2.0,82.0,,2,,1.0,2.0,98.0,,5.0
35_7_1,3507,1,1,19690322,43,5,1.0,1.0,2.0,0,1,2,,2.0,1.0,,73.0,2,,2.0,2.0,80.0,,5.0
35_8_1,3508,1,1,19431230,68,8,1.0,1.0,2.0,0,1,2,,1.0,2.0,62.0,,2,,2.0,2.0,79.0,,5.0
36_2_1,3602,1,1,19550101,57,8,1.0,1.0,2.0,0,1,2,,2.0,1.0,,84.0,2,,2.0,2.0,86.0,,3.0
36_3_1,3603,1,1,19621020,49,10,1.0,1.0,2.0,0,1,2,,2.0,2.0,76.0,,2,,2.0,2.0,83.0,,4.0
36_4_1,3604,1,1,19530718,59,2,1.0,1.0,2.0,0,1,2,,1.0,1.0,,83.0,2,,1.0,2.0,60.0,,4.0
36_5_1,3605,1,1,19461012,65,11,1.0,1.0,2.0,0,1,2,,1.0,2.0,83.0,,2,,2.0,2.0,60.0,,4.0
36_7_1,3607,2,1,19510811,61,1,4.0,,,0,1,2,,1.0,2.0,90.0,,2,,1.0,2.0,50.0,,3.0
36_8_1,3608,1,1,19601031,51,10,1.0,1.0,2.0,0,1,1,4.0,,,,,2,,3.0,2.0,86.0,,5.0
37_1_1,3701,1,1,19520628,60,2,1.0,1.0,2.0,0,1,2,,2.0,2.0,69.0,,2,,2.0,2.0,78.0,,1.0
37_2_1,3702,1,1,19360508,76,4,1.0,1.0,2.0,1,1,2,,1.0,2.0,60.0,,2,,1.0,2.0,70.0,,2.0
37_3_1,3703,1,1,19600426,52,4,1.0,1.0,2.0,0,1,2,,2.0,2.0,72.0,,2,,2.0,2.0,90.0,,5.0
37_4_1,3704,1,1,19720810,40,1,1.0,1.0,2.0,0,1,2,,1.0,1.0,,62.0,2,,2.0,2.0,51.0,,3.0
37_5_1,3705,1,1,19630914,48,11,1.0,1.0,2.0,1,1,2,,2.0,1.0,,69.0,2,,6.0,2.0,55.0,,5.0
37_6_1,3706,1,1,19630130,49,7,1.0,1.0,2.0,0,1,2,,2.0,2.0,70.0,,2,,2.0,1.0,,80.0,2.0
37_7_1,3707,1,1,19580810,54,1,1.0,1.0,2.0,0,1,2,,2.0,2.0,74.0,,2,,2.0,1.0,,80.0,6.0
37_9_1,3709,1,1,19401225,71,8,1.0,1.0,2.0,0,1,2,,1.0,2.0,76.0,,2,,1.0,2.0,80.0,,2.0
38_1_1,3801,1,1,19390526,73,3,1.0,1.0,2.0,0,1,2,,1.0,2.0,50.0,,2,,1.0,2.0,85.0,,1.0
38_2_1,3802,1,1,19370610,75,2,1.0,1.0,2.0,0,1,2,,1.0,2.0,70.0,,2,,1.0,2.0,80.0,,3.0
38_4_1,3804,1,1,19560505,56,4,1.0,1.0,2.0,0,1,2,,2.0,2.0,78.0,,2,,1.0,2.0,80.0,,4.0
38_5_1,3805,1,1,19640402,48,5,2.0,2.0,,0,1,1,4.0,,,,,1,3.0,,,,,3.0
38_6_1,3806,1,1,19540409,58,4,1.0,1.0,2.0,0,1,2,,1.0,2.0,60.0,,2,,1.0,2.0,73.0,,3.0
38_9_1,3809,1,1,19550720,57,1,1.0,1.0,2.0,0,1,2,,1.0,2.0,78.0,,2,,1.0,2.0,80.0,,2.0
39_1_1,3901,1,1,19650505,47,4,1.0,1.0,2.0,0,1,1,5.0,,,,,2,,1.0,2.0,80.0,,4.0
39_2_1,3902,1,1,19510612,61,3,1.0,1.0,2.0,1,1,2,,5.0,2.0,60.0,,2,,1.0,2.0,75.0,,2.0
39_3_1,3903,1,1,19431207,68,9,1.0,1.0,2.0,0,1,2,,1.0,2.0,87.0,,2,,1.0,2.0,88.0,,3.0
39_4_1,3904,2,1,19251211,86,9,4.0,,,0,1,2,,1.0,2.0,60.0,,2,,1.0,2.0,76.0,,1.0
39_5_3,3905,1,4,19850427,27,4,1.0,1.0,4.0,0,1,1,2.0,,,,,1,1.0,,,,,3.0
39_6_1,3906,1,1,19590808,53,1,1.0,1.0,2.0,0,1,2,,1.0,1.0,,68.0,2,,1.0,1.0,,75.0,3.0
39_7_1,3907,1,1,19390417,73,5,1.0,1.0,2.0,0,1,2,,1.0,1.0,,88.0,2,,1.0,2.0,80.0,,4.0
39_8_1,3908,1,1,19610827,51,0,1.0,1.0,2.0,0,1,2,,1.0,1.0,,89.0,2,,2.0,2.0,78.0,,1.0
40_1_1,4001,1,1,19520128,60,7,1.0,1.0,2.0,0,1,2,,1.0,2.0,75.0,,2,,1.0,2.0,80.0,,2.0
40_2_1,4002,1,1,19540724,58,1,1.0,1.0,2.0,0,1,2,,1.0,1.0,,82.0,2,,1.0,2.0,80.0,,5.0
40_3_1,4003,2,1,19430127,69,7,4.0,,,0,1,2,,1.0,2.0,80.0,,2,,1.0,2.0,90.0,,3.0
40_4_1,4004,1,1,19580325,54,5,1.0,1.0,2.0,0,1,2,,1.0,2.0,80.0,,2,,1.0,2.0,82.0,,4.0
40_5_1,4005,1,1,19510801,61,1,1.0,1.0,2.0,0,1,2,,1.0,2.0,80.0,,2,,1.0,2.0,75.0,,6.0
40_6_1,4006,1,1,19820911,30,0,5.0,,,0,1,2,,3.0,2.0,50.0,,1,2.0,,,,,5.0
40_7_1,4007,2,1,19480123,64,7,4.0,,,0,1,2,,1.0,2.0,80.0,,2,,1.0,2.0,90.0,,4.0
40_8_1,4008,1,1,19600508,52,4,1.0,1.0,2.0,0,1,2,,1.0,1.0,,82.0,2,,1.0,2.0,83.0,,2.0
41_3_1,4103,2,1,19300919,81,11,4.0,,,0,1,2,,1.0,2.0,75.0,,2,,1.0,2.0,60.0,,3.0
41_4_1,4104,1,1,19530810,59,0,1.0,1.0,2.0,0,1,2,,10.0,2.0,80.0,,2,,10.0,2.0,92.0,,4.0
41_5_1,4105,1,1,19460929,65,11,1.0,1.0,2.0,0,1,2,,1.0,2.0,80.0,,2,,1.0,2.0,80.0,,4.0
41_6_1,4106,1,1,19420823,70,0,1.0,1.0,2.0,0,1,2,,1.0,2.0,75.0,,2,,1.0,2.0,80.0,,4.0
41_7_1,4107,1,1,19630913,48,11,1.0,1.0,2.0,0,1,2,,1.0,1.0,,77.0,2,,1.0,2.0,75.0,,3.0
41_8_1,4108,1,1,19661226,45,8,1.0,1.0,2.0,0,1,2,,2.0,2.0,70.0,,2,,2.0,2.0,85.0,,5.0
42_1_1,4201,1,1,19461201,65,9,1.0,1.0,2.0,0,1,2,,1.0,2.0,75.0,,2,,1.0,2.0,70.0,,3.0
42_2_1,4202,1,1,19620424,50,4,1.0,1.0,2.0,0,1,2,,1.0,1.0,,78.0,2,,2.0,1.0,,85.0,4.0
42_3_1,4203,1,1,19530602,59,3,1.0,1.0,2.0,0,1,2,,1.0,2.0,65.0,,2,,1.0,2.0,70.0,,3.0
42_4_1,4204,1,1,19670719,45,2,1.0,1.0,2.0,0,1,2,,1.0,2.0,70.0,,2,,1.0,2.0,75.0,,2.0
42_5_1,4205,1,1,19560925,55,11,1.0,1.0,2.0,0,1,2,,2.0,1.0,,78.0,2,,2.0,1.0,,85.0,3.0
42_6_1,4206,1,1,19561005,55,11,1.0,1.0,2.0,0,1,2,,2.0,1.0,,80.0,2,,3.0,2.0,80.0,,3.0
42_8_1,4208,1,1,19670315,45,6,1.0,1.0,2.0,0,1,2,,2.0,2.0,70.0,,2,,2.0,2.0,70.0,,3.0
43_1_1,4301,1,1,19600524,52,4,1.0,1.0,2.0,0,1,2,,1.0,1.0,,85.0,2,,1.0,2.0,90.0,,4.0
43_3_1,4303,1,1,19520209,60,7,1.0,1.0,2.0,0,1,2,,1.0,2.0,72.0,,2,,1.0,2.0,78.0,,6.0
43_4_1,4304,1,1,19800318,32,6,5.0,,,0,1,2,,3.0,1.0,,72.0,2,,2.0,2.0,56.0,,6.0
43_5_1,4305,1,1,19770417,35,5,1.0,1.0,2.0,1,1,2,,3.0,1.0,,63.0,2,,3.0,1.0,,63.0,5.0
43_9_1,4309,1,1,19690626,43,3,1.0,1.0,2.0,0,1,2,,1.0,1.0,,77.0,2,,2.0,2.0,61.0,,4.0
43_10_1,4310,1,1,19650811,47,1,1.0,1.0,2.0,0,1,2,,2.0,2.0,36.0,,2,,2.0,2.0,65.0,,4.0
44_1_1,4401,1,1,19660715,46,1,1.0,1.0,2.0,0,1,2,,3.0,2.0,55.0,,2,,3.0,2.0,70.0,,5.0
44_6_1,4406,1,1,19720117,40,7,1.0,1.0,2.0,0,1,2,,3.0,1.0,,65.0,2,,3.0,1.0,,72.0,4.0
44_8_1,4408,1,1,19521001,59,11,1.0,1.0,2.0,0,1,2,,2.0,2.0,78.0,,2,,2.0,2.0,67.0,,1.0
44_9_1,4409,1,1,19570501,55,4,1.0,1.0,2.0,0,1,2,,2.0,1.0,,80.0,2,,3.0,2.0,62.0,,4.0
44_10_1,4410,1,1,19770525,35,3,1.0,1.0,2.0,0,1,2,,3.0,1.0,,65.0,2,,3.0,1.0,,70.0,2.0
44_11_1,4411,1,1,19390207,73,6,1.0,1.0,2.0,0,1,2,,1.0,2.0,65.0,,2,,2.0,2.0,70.0,,2.0
44_12_1,4412,1,1,19781002,33,11,1.0,1.0,2.0,0,1,2,,3.0,1.0,,57.0,2,,3.0,1.0,,65.0,4.0
45_1_1,4501,1,1,19550108,57,7,1.0,1.0,2.0,0,1,2,,2.0,2.0,75.0,,2,,2.0,2.0,80.0,,3.0
45_2_1,4502,1,1,19640603,48,3,1.0,1.0,2.0,0,1,2,,1.0,2.0,65.0,,2,,2.0,2.0,70.0,,4.0
45_4_1,4504,1,1,19730519,39,3,1.0,1.0,2.0,0,1,1,3.0,,,,,2,,2.0,2.0,63.0,,4.0
45_5_1,4505,2,1,19660418,46,4,4.0,,,0,1,2,,2.0,2.0,57.0,,2,,2.0,2.0,72.0,,2.0
45_7_1,4507,1,1,19600223,52,6,1.0,1.0,2.0,0,1,2,,1.0,2.0,78.0,,2,,2.0,2.0,80.0,,4.0
45_9_1,4509,2,1,19600415,52,4,4.0,,,0,1,2,,2.0,2.0,67.0,,2,,2.0,2.0,70.0,,2.0
45_10_1,4510,1,1,19660411,46,4,1.0,1.0,2.0,0,1,2,,2.0,1.0,,66.0,2,,2.0,1.0,,70.0,4.0
46_1_1,4601,1,1,19720322,40,5,1.0,1.0,2.0,0,1,2,,2.0,1.0,,79.0,2,,2.0,2.0,83.0,,2.0
46_2_1,4602,1,1,19531004,58,11,1.0,1.0,2.0,0,1,2,,2.0,2.0,76.0,,2,,2.0,2.0,59.0,,4.0
46_6_1,4606,1,1,19720422,40,4,1.0,1.0,2.0,0,1,2,,3.0,1.0,,65.0,2,,3.0,1.0,,70.0,3.0
46_8_1,4608,1,1,19580208,54,7,1.0,1.0,2.0,0,1,2,,3.0,2.0,68.0,,2,,3.0,2.0,75.0,,4.0
46_9_1,4609,1,1,19590701,53,2,1.0,1.0,2.0,0,1,2,,2.0,2.0,76.0,,2,,3.0,2.0,71.0,,1.0
46_10_1,4610,1,1,19700407,42,5,1.0,1.0,2.0,0,1,2,,3.0,2.0,64.0,,2,,3.0,2.0,35.0,,3.0
47_1_1,4701,2,1,19380703,74,2,4.0,,,0,1,2,,1.0,2.0,78.0,,2,,1.0,2.0,85.0,,5.0
47_2_1,4702,1,1,19650217,47,6,1.0,1.0,2.0,0,1,2,,2.0,2.0,67.0,,2,,3.0,2.0,72.0,,4.0
47_3_1,4703,1,1,19561224,55,8,1.0,1.0,2.0,0,1,2,,2.0,2.0,67.0,,2,,2.0,2.0,68.0,,3.0
47_4_1,4704,1,1,19450605,67,3,1.0,1.0,2.0,0,1,2,,3.0,2.0,70.0,,2,,3.0,2.0,76.0,,4.0
47_5_1,4705,1,1,19630702,49,2,1.0,1.0,2.0,0,1,2,,2.0,2.0,67.0,,2,,3.0,2.0,73.0,,3.0
47_6_1,4706,1,1,19450703,67,2,1.0,1.0,2.0,0,1,2,,1.0,2.0,79.0,,2,,1.0,2.0,80.0,,3.0
47_7_1,4707,1,1,19580615,54,2,1.0,1.0,2.0,0,1,2,,2.0,2.0,75.0,,2,,2.0,2.0,81.0,,2.0
48_1_1,4801,1,1,19540608,58,3,1.0,1.0,2.0,0,1,2,,2.0,2.0,56.0,,2,,2.0,2.0,71.0,,3.0
48_2_1,4802,1,1,19680818,44,0,1.0,1.0,2.0,0,1,2,,2.0,1.0,,72.0,2,,3.0,1.0,,73.0,4.0
48_3_1,4803,2,1,19710613,41,3,4.0,,,0,1,2,,3.0,1.0,,69.0,2,,3.0,2.0,75.0,,3.0
48_5_1,4805,1,1,19650722,47,2,1.0,1.0,2.0,0,1,2,,2.0,2.0,57.0,,2,,2.0,2.0,67.0,,5.0
48_6_1,4806,1,1,19550310,57,6,1.0,1.0,2.0,0,1,2,,2.0,2.0,70.0,,2,,2.0,2.0,69.0,,3.0
48_7_1,4807,1,1,19770305,35,6,1.0,1.0,2.0,0,1,2,,3.0,1.0,,65.0,2,,3.0,2.0,69.0,,3.0
48_9_1,4809,1,1,19660820,46,0,1.0,1.0,2.0,0,1,2,,3.0,1.0,,68.0,2,,3.0,2.0,64.0,,4.0
49_3_1,4903,1,1,19661002,45,11,1.0,1.0,2.0,0,1,2,,2.0,1.0,,75.0,2,,3.0,2.0,56.0,,3.0
49_4_1,4904,1,1,19591106,52,10,1.0,1.0,2.0,0,1,2,,2.0,1.0,,78.0,2,,3.0,2.0,82.0,,4.0
49_6_1,4906,1,1,19580125,54,7,1.0,1.0,2.0,0,1,2,,2.0,2.0,57.0,,2,,3.0,2.0,71.0,,3.0
49_7_1,4907,2,1,19750115,37,8,2.0,2.0,,0,1,2,,3.0,1.0,,56.0,2,,3.0,1.0,,69.0,3.0
50_1_2,5001,2,1,19590411,53,5,1.0,1.0,1.0,0,1,2,,2.0,2.0,67.0,,2,,2.0,2.0,70.0,,2.0
50_3_1,5003,1,1,19771209,34,9,1.0,1.0,2.0,2,1,2,,3.0,1.0,,57.0,2,,3.0,1.0,,62.0,2.0
50_4_1,5004,1,1,19421112,69,10,1.0,1.0,2.0,0,1,2,,2.0,2.0,67.0,,2,,2.0,2.0,70.0,,6.0
50_6_1,5006,1,1,19650227,47,6,1.0,1.0,2.0,0,1,2,,3.0,1.0,,67.0,2,,3.0,2.0,65.0,,8.0
50_7_1,5007,1,1,19410805,71,1,1.0,1.0,2.0,0,1,2,,2.0,2.0,70.0,,2,,2.0,2.0,65.0,,6.0
50_8_1,5008,1,1,19320108,80,8,1.0,1.0,2.0,0,1,2,,1.0,2.0,50.0,,2,,1.0,2.0,35.0,,5.0
50_9_1,5009,1,1,19530401,59,5,1.0,1.0,2.0,0,1,2,,2.0,2.0,65.0,,2,,2.0,2.0,70.0,,6.0
51_1_1,5101,1,1,19880301,24,6,1.0,1.0,2.0,0,1,2,,5.0,1.0,,47.0,2,,5.0,1.0,,57.0,6.0
51_2_1,5102,1,1,19640214,48,7,1.0,1.0,2.0,0,1,2,,3.0,1.0,,69.0,2,,3.0,2.0,65.0,,6.0
51_3_1,5103,1,1,19680810,44,1,1.0,1.0,2.0,0,1,2,,3.0,2.0,65.0,,2,,3.0,1.0,,77.0,5.0
51_4_1,5104,1,1,19680202,44,7,1.0,1.0,2.0,0,1,2,,3.0,2.0,65.0,,2,,3.0,1.0,,70.0,3.0
51_6_1,5106,1,1,19820608,30,3,1.0,1.0,2.0,0,1,1,4.0,,,,,2,,3.0,2.0,62.0,,6.0
51_7_1,5107,1,1,19650213,47,7,1.0,1.0,2.0,0,1,2,,3.0,1.0,,67.0,2,,5.0,1.0,,72.0,7.0
51_8_1,5108,1,1,19471210,64,8,1.0,1.0,2.0,0,1,2,,2.0,2.0,70.0,,2,,2.0,2.0,72.0,,6.0
52_1_1,5201,1,1,19550814,57,0,1.0,1.0,2.0,0,1,2,,2.0,2.0,71.0,,2,,2.0,2.0,58.0,,6.0
52_2_1,5202,1,1,19830315,29,5,1.0,1.0,2.0,0,1,1,5.0,,,,,2,,3.0,2.0,83.0,,3.0
52_3_1,5203,1,1,19720827,40,0,1.0,1.0,2.0,5,1,1,6.0,,,,,2,,1.0,2.0,77.0,,7.0
52_4_1,5204,1,1,19500501,62,4,1.0,1.0,2.0,0,1,2,,1.0,2.0,75.0,,2,,2.0,2.0,58.0,,5.0
52_6_1,5206,1,1,19640705,48,2,1.0,1.0,2.0,5,1,1,6.0,,,,,2,,2.0,2.0,72.0,,6.0
52_7_1,5207,1,1,19710813,41,0,1.0,1.0,2.0,11,1,2,,1.0,1.0,,73.0,2,,2.0,2.0,59.0,,7.0
52_8_1,5208,1,1,19360605,76,2,1.0,1.0,2.0,0,1,2,,1.0,2.0,75.0,,2,,2.0,2.0,90.0,,6.0
53_1_1,5301,1,1,19430712,69,1,1.0,1.0,2.0,0,1,2,,2.0,2.0,78.0,,2,,2.0,2.0,89.0,,5.0
53_3_1,5303,1,1,19621226,49,8,1.0,1.0,2.0,0,1,2,,1.0,2.0,77.0,,2,,2.0,1.0,,83.0,6.0
53_5_1,5305,1,1,19690209,43,7,1.0,1.0,2.0,0,1,2,,2.0,2.0,60.0,,1,6.0,,,,,5.0
53_6_1,5306,1,1,19791023,32,10,1.0,1.0,2.0,0,1,2,,2.0,1.0,,66.0,2,,4.0,2.0,76.0,,5.0
53_7_1,5307,1,1,19680116,44,7,1.0,1.0,2.0,0,1,2,,2.0,2.0,39.0,,2,,2.0,2.0,78.0,,6.0
53_8_1,5308,1,1,19520825,60,0,1.0,1.0,2.0,0,1,2,,2.0,2.0,78.0,,2,,2.0,2.0,76.0,,6.0
54_1_1,5401,1,1,19390503,73,4,1.0,1.0,2.0,0,1,2,,1.0,2.0,78.0,,2,,1.0,2.0,56.0,,5.0
54_3_1,5403,2,1,19470316,65,6,4.0,,,0,1,2,,1.0,2.0,78.0,,2,,1.0,2.0,76.0,,5.0
54_4_1,5404,1,1,19590403,53,5,1.0,1.0,2.0,0,1,2,,1.0,1.0,,67.0,2,,1.0,1.0,,70.0,5.0
54_5_1,5405,1,1,19750503,37,4,1.0,1.0,2.0,0,1,2,,1.0,1.0,,76.0,2,,1.0,1.0,,77.0,4.0
54_7_1,5407,1,1,19520910,60,0,1.0,1.0,2.0,0,1,2,,2.0,2.0,87.0,,2,,2.0,2.0,76.0,,4.0
54_8_1,5408,1,1,19401010,71,11,1.0,1.0,2.0,0,1,2,,2.0,2.0,78.0,,2,,2.0,2.0,67.0,,5.0
54_9_1,5409,1,1,19460605,66,3,1.0,1.0,2.0,0,1,2,,1.0,2.0,79.0,,2,,2.0,2.0,88.0,,3.0
54_10_1,5410,1,1,19760803,36,1,1.0,1.0,2.0,7,1,2,,1.0,1.0,,78.0,2,,1.0,2.0,66.0,,5.0
55_1_1,5501,1,1,19360504,76,4,1.0,1.0,2.0,0,1,2,,2.0,2.0,78.0,,2,,2.0,2.0,86.0,,6.0
55_2_1,5502,1,1,19600930,51,11,1.0,1.0,2.0,0,1,2,,1.0,2.0,78.0,,2,,1.0,1.0,,67.0,7.0
55_3_1,5503,1,1,19540701,58,2,1.0,1.0,2.0,0,1,2,,1.0,1.0,,76.0,2,,1.0,1.0,,78.0,7.0
55_4_1,5504,1,1,19660801,46,1,1.0,1.0,2.0,0,1,2,,1.0,2.0,77.0,,2,,2.0,1.0,,73.0,5.0
55_5_1,5505,1,1,19790114,33,8,1.0,1.0,2.0,6,1,2,,1.0,1.0,,70.0,2,,1.0,1.0,,71.0,4.0
55_6_1,5506,1,1,19440315,68,6,1.0,1.0,2.0,0,1,2,,2.0,2.0,66.0,,2,,1.0,2.0,56.0,,5.0
55_7_1,5507,1,1,19621101,49,10,1.0,1.0,2.0,7,1,2,,1.0,1.0,,67.0,2,,2.0,1.0,,75.0,4.0
55_8_1,5508,1,1,19390703,73,2,1.0,1.0,2.0,0,1,2,,2.0,2.0,79.0,,2,,2.0,2.0,78.0,,7.0
56_1_1,5601,1,1,19730511,39,3,1.0,1.0,2.0,4,1,2,,1.0,1.0,,76.0,2,,1.0,1.0,,80.0,6.0
56_2_1,5602,1,1,19760318,36,5,1.0,1.0,2.0,5,1,1,7.0,,,,,1,6.0,,,,,5.0
56_3_1,5603,1,1,19700310,42,5,1.0,1.0,2.0,6,1,2,,1.0,1.0,,67.0,2,,1.0,1.0,,77.0,5.0
56_6_1,5606,1,1,19600810,52,0,1.0,1.0,2.0,0,1,2,,2.0,1.0,,72.0,2,,2.0,1.0,,77.0,3.0
56_7_1,5607,1,1,19631025,48,10,1.0,1.0,2.0,0,1,1,6.0,,,,,2,,3.0,2.0,76.0,,7.0
56_8_1,5608,1,1,19700605,42,2,1.0,1.0,2.0,0,1,2,,2.0,1.0,,60.0,2,,2.0,2.0,77.0,,6.0
56_9_1,5609,1,1,19690711,43,1,1.0,1.0,2.0,0,1,2,,2.0,2.0,59.0,,2,,2.0,2.0,49.0,,6.0
56_11_1,5611,1,1,19610715,51,1,1.0,1.0,2.0,0,1,2,,2.0,2.0,61.0,,2,,2.0,2.0,69.0,,6.0
57_1_1,5701,1,1,19660618,46,2,1.0,1.0,2.0,0,1,2,,1.0,2.0,77.0,,2,,2.0,2.0,67.0,,5.0
57_2_1,5702,1,1,19710624,41,2,1.0,1.0,2.0,0,1,2,,1.0,2.0,77.0,,2,,1.0,2.0,67.0,,5.0
57_3_1,5703,1,1,19440703,68,2,1.0,1.0,2.0,0,1,2,,2.0,2.0,68.0,,2,,2.0,1.0,,89.0,5.0
57_5_1,5705,1,1,19520411,60,5,1.0,1.0,2.0,5,1,2,,1.0,2.0,67.0,,2,,2.0,2.0,100.0,,5.0
57_6_1,5706,1,1,19431205,68,9,1.0,1.0,2.0,0,1,2,,1.0,2.0,58.0,,2,,2.0,2.0,89.0,,3.0
57_7_1,5707,1,1,19700906,42,0,1.0,1.0,2.0,0,1,2,,1.0,1.0,,78.0,2,,2.0,2.0,89.0,,5.0
57_8_1,5708,1,1,19640325,48,5,1.0,1.0,2.0,0,1,2,,1.0,1.0,,78.0,2,,1.0,2.0,87.0,,5.0
58_1_1,5801,1,1,19570604,55,3,1.0,1.0,2.0,0,1,2,,2.0,2.0,82.0,,2,,2.0,2.0,84.0,,7.0
